"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.074489708E1,1.112636261E0,2.885100403E0,1.180460220E1
3.075483008E1,9.611512756E-1,2.839744720E0,1.172092621E1
3.076476208E1,8.322692871E-1,2.620600433E0,1.178843582E1
3.077469508E1,6.846762085E-1,2.433040466E0,1.172945847E1
3.078462808E1,5.539979553E-1,2.246827698E0,1.167107986E1
3.079456008E1,3.278182983E-1,2.040556641E0,1.176777878E1
3.080449308E1,2.577639771E-1,1.870061188E0,1.181148788E1
3.081442508E1,4.071533203E-1,1.649120636E0,1.175176208E1
3.082435808E1,5.691165161E-1,1.433868256E0,1.146555725E1
3.083429108E1,5.703140259E-1,1.372346191E0,1.082189575E1
3.084422308E1,3.296145630E-1,1.447789307E0,1.019455032E1
3.085415608E1,2.335144043E-2,1.526375885E0,9.825867004E0
3.086408908E1,-1.600172424E-1,1.597627716E0,9.698332214E0
3.087402108E1,-2.131567383E-1,1.726360016E0,9.749675446E0
3.088395408E1,-1.923500061E-1,1.851050720E0,9.696685638E0
3.089388708E1,-2.972817993E-1,1.805395660E0,9.693392487E0
3.090381908E1,-3.192860413E-1,1.612147522E0,1.002600082E1
3.091375208E1,-1.655557251E-1,1.465153198E0,1.043989014E1
3.092368508E1,3.128494263E-2,1.372196503E0,1.059242294E1
3.093361708E1,1.357676697E-1,1.231489105E0,1.047237259E1
3.094355008E1,2.927911377E-1,1.019529877E0,1.029154861E1
3.095348308E1,5.231620789E-1,8.135581970E-1,9.821526031E0
3.096341508E1,6.985972595E-1,6.845265198E-1,9.417366486E0
3.097334808E1,8.193960571E-1,7.075785828E-1,9.030570831E0
3.098328108E1,8.030799866E-1,8.330177307E-1,8.759035492E0
3.099321308E1,7.220983887E-1,1.008452911E0,8.662635956E0
3.100314608E1,6.530918884E-1,1.204994202E0,8.575367432E0
3.101307908E1,6.668632507E-1,1.388213196E0,8.378526764E0
3.102301108E1,7.250921631E-1,1.541494446E0,8.138126678E0
3.103294408E1,7.297325134E-1,1.597777405E0,7.895181885E0
3.104287708E1,6.637197876E-1,1.664688263E0,7.660170593E0
3.105280908E1,5.897735596E-1,1.802401886E0,7.441026306E0
3.106274208E1,4.893324280E-1,1.920655975E0,7.267537079E0
3.107267508E1,3.725752258E-1,2.031126251E0,7.216193848E0
3.108260708E1,2.356100464E-1,2.070644073E0,7.202871552E0
3.109254008E1,1.827699280E-1,2.049388275E0,7.278015289E0
3.110247308E1,2.595602417E-1,2.016307068E0,7.464527435E0
3.111240508E1,4.092489624E-1,1.963017883E0,7.665559387E0
3.112233808E1,5.249583435E-1,1.946851501E0,7.792495422E0
3.113227008E1,4.837939453E-1,2.001637573E0,7.892936554E0
3.114220308E1,3.679348755E-1,2.084864502E0,8.100554810E0
3.115213608E1,2.996768188E-1,2.176324310E0,8.338260498E0
3.116206808E1,3.273692322E-1,2.206411743E0,8.586145020E0
3.117200108E1,3.483256531E-1,2.146985321E0,8.782985687E0
3.118193408E1,3.478765869E-1,2.078876953E0,9.000633087E0
3.119186608E1,4.068539429E-1,2.087259521E0,9.202712860E0
3.120179908E1,4.980143738E-1,2.152673492E0,9.346863098E0
3.121173208E1,5.538482666E-1,2.232607269E0,9.613758087E0
3.122166408E1,5.743556213E-1,2.410437469E0,9.866133270E0
3.123159708E1,5.963598633E-1,2.527194672E0,1.006327332E1
3.124153008E1,6.379733276E-1,2.478545837E0,1.027897476E1
3.125146208E1,6.917115784E-1,2.421065369E0,1.046593597E1
3.126139508E1,7.024891663E-1,2.389331360E0,1.055634796E1
3.127132808E1,6.474037170E-1,2.374362488E0,1.070244415E1
3.128126008E1,5.110372925E-1,2.377805328E0,1.081126785E1
3.129119308E1,4.415817261E-1,2.358794861E0,1.102187988E1
3.130112608E1,5.469625854E-1,2.237097931E0,1.134700378E1
3.131105808E1,8.017327881E-1,2.073937225E0,1.163949554E1
3.132099108E1,1.012644196E0,2.028581543E0,1.179816559E1
3.133092408E1,1.121617584E0,2.140848083E0,1.176358749E1
3.134085608E1,1.213077393E0,2.115401001E0,1.175730057E1
3.135078908E1,1.359622650E0,1.975591736E0,1.191926376E1
3.136072108E1,1.601519623E0,1.974693604E0,1.200054474E1
3.137065408E1,1.755249939E0,2.028282166E0,1.189666077E1
3.138058708E1,1.690584412E0,1.974693604E0,1.180011154E1
3.139051908E1,1.513652344E0,1.827848969E0,1.172721313E1
3.140045208E1,1.456471252E0,1.655257874E0,1.183424057E1
3.141038508E1,1.552721100E0,1.504970398E0,1.195159653E1
3.142031600E1,1.669029236E0,1.349593506E0,1.190683960E1
3.143024900E1,1.722917175E0,1.212029572E0,1.176179123E1
3.144018200E1,1.735341339E0,1.083297272E0,1.146959885E1
3.145011400E1,1.815125427E0,9.395960999E-1,1.108010880E1
3.146004700E1,1.929936676E0,8.252339172E-1,1.061203217E1
3.146998000E1,2.053579559E0,7.720944214E-1,1.021790176E1
3.147991200E1,2.021396484E0,8.569679260E-1,9.938881989E0
3.148984500E1,1.885329437E0,1.054557037E0,9.652228088E0
3.149977800E1,1.763333130E0,1.261875916E0,9.389823761E0
3.150971000E1,1.667831726E0,1.327888641E0,9.225166168E0
3.151964300E1,1.636846161E0,1.270707550E0,9.216484222E0
3.152957600E1,1.640289001E0,1.233884125E0,9.232949982E0
3.153950800E1,1.671124878E0,1.201701050E0,9.211245117E0
3.154944100E1,1.597328339E0,1.189127197E0,9.066945190E0
3.155937400E1,1.419947205E0,1.213676147E0,8.835526428E0
3.156930600E1,1.279688873E0,1.235381012E0,8.627010040E0
3.157923900E1,1.271755371E0,1.219813385E0,8.421637115E0
3.158917200E1,1.266965332E0,1.182391205E0,8.181985474E0
3.159910400E1,1.268013153E0,1.154848480E0,7.938890991E0
3.160903700E1,1.237476654E0,1.181193695E0,7.636819153E0
3.161896900E1,1.144370270E0,1.284927979E0,7.391629028E0
3.162890200E1,1.000818787E0,1.454076233E0,7.184459839E0
3.163883500E1,8.958869934E-1,1.652563477E0,6.983278198E0
3.164876700E1,8.390052795E-1,1.794318695E0,6.853947144E0
3.165870000E1,7.764353943E-1,1.886976013E0,6.695277100E0
3.166863300E1,7.117698669E-1,1.971699829E0,6.644981689E0
3.167856500E1,7.083270264E-1,2.064207458E0,6.704408112E0
3.168849800E1,7.140151978E-1,2.151775360E0,6.780000916E0
3.169843100E1,7.021897888E-1,2.229463806E0,6.938072205E0
3.170836300E1,7.363188171E-1,2.309996338E0,7.139403534E0
3.171829600E1,8.289761353E-1,2.354004822E0,7.358098755E0
3.172822900E1,9.139993286E-1,2.325114899E0,7.584278412E0
3.173816100E1,9.705816650E-1,2.334395599E0,7.815996552E0
3.174809400E1,1.074315948E0,2.399210815E0,8.074209595E0
3.175802700E1,1.146615601E0,2.469714203E0,8.275091858E0
3.176795900E1,1.154399414E0,2.554288330E0,8.415350189E0
3.177789200E1,1.170865173E0,2.653681641E0,8.501570892E0
3.178782500E1,1.187929688E0,2.746937714E0,8.571625214E0
3.179775700E1,1.169218597E0,2.840193787E0,8.691226501E0
3.180769000E1,1.146016846E0,2.932102661E0,8.935668182E0
3.181762300E1,1.199006653E0,3.038830719E0,9.247469788E0
3.182755500E1,1.266965332E0,3.089425507E0,9.525292053E0
3.183748800E1,1.322499847E0,3.088826752E0,9.777966614E0
3.184742000E1,1.327888641E0,3.150947571E0,9.976154480E0
3.185735300E1,1.306932220E0,3.179238739E0,1.015892441E1
3.186728600E1,1.309925995E0,3.128045197E0,1.038240967E1
3.187721800E1,1.437011719E0,3.001857605E0,1.058059753E1
3.188715100E1,1.590891724E0,2.841241608E0,1.081725540E1
3.189708400E1,1.697470093E0,2.730172577E0,1.098326019E1
3.190701600E1,1.671723633E0,2.665207672E0,1.127335693E1
3.191694900E1,1.496438141E0,2.753673706E0,1.145028900E1
3.192688200E1,1.287322998E0,2.891387329E0,1.148636398E1
3.193681400E1,1.026714935E0,2.859653320E0,1.158216476E1
3.194674700E1,7.915539551E-1,2.716251526E0,1.166898422E1
3.195668000E1,6.560856628E-1,2.566113739E0,1.176059372E1
3.196661200E1,4.273612976E-1,2.364782410E0,1.185609512E1
3.197654500E1,2.697390747E-1,2.096240845E0,1.198048645E1
3.198647800E1,3.044668579E-1,1.749711456E0,1.222882004E1
3.199641000E1,4.372407532E-1,1.287322998E0,1.248838028E1
3.200634300E1,6.640191650E-1,8.660989380E-1,1.270213577E1
3.201627600E1,8.692424011E-1,7.192543030E-1,1.250529510E1
3.202620800E1,9.689350891E-1,7.222480774E-1,1.202988373E1
3.203614100E1,9.759704590E-1,7.524851990E-1,1.131601822E1
3.204607400E1,7.499404907E-1,8.334667969E-1,1.062236069E1
3.205600600E1,4.337979126E-1,1.080902252E0,1.039663010E1
3.206593900E1,2.679428101E-1,1.419198761E0,1.039318726E1
3.207587200E1,3.376977539E-1,1.542542267E0,1.022523651E1
3.208580400E1,2.806663513E-1,1.553469543E0,1.013811768E1
3.209573700E1,2.559677124E-1,1.625469818E0,1.021954834E1
3.210566900E1,2.950364685E-1,1.754501495E0,1.023317001E1
3.211560200E1,3.953279114E-1,1.775757294E0,1.018946091E1
3.212553500E1,5.086422729E-1,1.693129120E0,1.002450394E1
3.213546700E1,5.876779175E-1,1.591490479E0,9.790390778E0
3.214540000E1,7.015910339E-1,1.490600281E0,9.592951355E0
3.215533300E1,8.566685486E-1,1.367256775E0,9.278754730E0
3.216526500E1,8.547225952E-1,1.276246033E0,8.993298340E0
3.217519800E1,8.340655518E-1,1.294058990E0,8.901688843E0
3.218513100E1,7.987390137E-1,1.406026154E0,8.793912964E0
3.219506300E1,7.354206848E-1,1.521136780E0,8.574618988E0
3.220499600E1,6.788383484E-1,1.609153748E0,8.343798981E0
3.221492900E1,6.524931335E-1,1.669328613E0,8.083490295E0
3.222486100E1,6.114784241E-1,1.758243713E0,7.754175110E0
3.223479400E1,5.595364380E-1,1.890867920E0,7.485184479E0
3.224472700E1,5.134323120E-1,1.972597961E0,7.309449921E0
3.225465900E1,4.700225830E-1,2.008972321E0,7.205865326E0
3.226459200E1,4.671784973E-1,2.055974579E0,7.104825439E0
3.227452500E1,4.930746460E-1,2.092798004E0,7.059469757E0
3.228445700E1,4.906796265E-1,2.127226410E0,7.034621429E0
3.229439000E1,4.909790039E-1,2.201771393E0,7.084617462E0
3.230432300E1,4.635859680E-1,2.306852875E0,7.152276764E0
3.231425500E1,4.290078735E-1,2.365830231E0,7.282805328E0
3.232418800E1,4.424798584E-1,2.372416534E0,7.497908020E0
3.233412100E1,4.661306763E-1,2.379601593E0,7.718100128E0
3.234405300E1,4.992118835E-1,2.396067352E0,7.930209045E0
3.235398600E1,4.852908325E-1,2.437531128E0,8.153694305E0
3.236391900E1,4.016148376E-1,2.466570740E0,8.412805481E0
3.237385100E1,3.998185730E-1,2.480641479E0,8.661438446E0
3.238378400E1,4.689747620E-1,2.496658173E0,8.890911255E0
3.239371600E1,4.996609497E-1,2.541564789E0,9.125623169E0
3.240364900E1,5.023553467E-1,2.630330200E0,9.415270844E0
3.241358200E1,5.174739075E-1,2.692600708E0,9.682764587E0
3.242351763E1,6.057902527E-1,2.631527710E0,9.941875763E0
3.243345063E1,7.253915405E-1,2.492616577E0,1.025906616E1
3.244338362E1,8.786727905E-1,2.418370972E0,1.053254745E1
3.245331562E1,9.774673462E-1,2.388283539E0,1.066592010E1
3.246324863E1,9.780661011E-1,2.348765717E0,1.075408676E1
3.247318162E1,9.590556335E-1,2.291884003E0,1.089374634E1
3.248311362E1,9.819580078E-1,2.271825714E0,1.112187195E1
3.249304662E1,1.072519684E0,2.260748749E0,1.143517044E1
3.250297963E1,1.249900818E0,2.159858551E0,1.180175812E1
3.251291163E1,1.430724792E0,2.093696136E0,1.200069443E1
3.252284462E1,1.626068573E0,2.146985321E0,1.199575470E1
3.253277763E1,1.814077606E0,2.070494385E0,1.215008377E1
3.254270963E1,2.071691895E0,1.961970062E0,1.223301132E1
3.255264262E1,2.256707153E0,2.067650299E0,1.200533478E1
3.256257562E1,2.246079254E0,2.237846375E0,1.166389481E1
3.257250762E1,2.019749908E0,2.380499725E0,1.136077515E1
3.258244063E1,1.775757294E0,2.447709961E0,1.123847946E1
3.259237362E1,1.878892822E0,2.412832489E0,1.125599304E1
3.260230562E1,2.068698120E0,2.319127350E0,1.122575592E1
3.261223863E1,2.214794312E0,2.150877228E0,1.101259918E1
3.262217163E1,2.264940033E0,2.019151154E0,1.076606186E1
3.263210363E1,2.317480774E0,1.963317261E0,1.059526703E1
3.264203662E1,2.331102448E0,1.866618347E0,1.029813492E1
3.265196862E1,2.302960968E0,1.715582428E0,9.875264282E0
3.266190163E1,2.319277039E0,1.586700439E0,9.513466644E0
3.267183462E1,2.359393616E0,1.438358917E0,9.279652863E0
3.268176662E1,2.376907196E0,1.284179535E0,9.204209747E0
3.269169963E1,2.358645172E0,1.177002411E0,9.186696167E0
3.270163263E1,2.239792328E0,1.157991943E0,9.153614960E0
3.271156463E1,2.088606720E0,1.212029572E0,9.150471497E0
3.272149762E1,1.969604187E0,1.297352142E0,9.082961884E0
3.273143063E1,1.834584961E0,1.376537476E0,8.858877869E0
3.274136263E1,1.763333130E0,1.408720551E0,8.620423737E0
3.275129562E1,1.647174683E0,1.418749695E0,8.350534973E0
3.276122863E1,1.485211487E0,1.420545959E0,8.076604614E0
3.277116062E1,1.359023895E0,1.433868256E0,7.909701691E0
3.278109363E1,1.275796967E0,1.425186310E0,7.756270752E0
3.279102662E1,1.163829803E0,1.435065765E0,7.587272186E0
3.280095862E1,1.080153809E0,1.517244873E0,7.449408875E0
3.281089163E1,9.776170349E-1,1.604363708E0,7.325316925E0
3.282082462E1,8.792715454E-1,1.686842194E0,7.199578400E0
3.283075663E1,8.177494812E-1,1.768123169E0,7.048093414E0
3.284068962E1,7.810757446E-1,1.840871887E0,7.015311584E0
3.285062263E1,7.869136047E-1,1.914818115E0,7.033124542E0
3.286055463E1,7.897576904E-1,1.979034576E0,7.081324310E0
3.287048762E1,7.764353943E-1,2.072590027E0,7.140002289E0
3.288042063E1,7.917036438E-1,2.180365906E0,7.182513885E0
3.289035263E1,8.382568359E-1,2.236199799E0,7.371271362E0
3.290028563E1,9.277706909E-1,2.271975403E0,7.617958374E0
3.291021763E1,1.061592407E0,2.333048401E0,7.855664063E0
3.292015062E1,1.234033813E0,2.409988403E0,8.123157806E0
3.293008363E1,1.443598022E0,2.507884827E0,8.460107117E0
3.294001563E1,1.610800323E0,2.618804169E0,8.750353546E0
3.294994862E1,1.745819550E0,2.718646545E0,8.992549896E0
3.295988163E1,1.846859436E0,2.833757172E0,9.163494415E0
3.296981362E1,1.855391693E0,2.987786865E0,9.226962433E0
3.297974663E1,1.841620331E0,3.104843445E0,9.351952515E0
3.298967962E1,1.814526672E0,3.232827301E0,9.597741394E0
3.299961162E1,1.820364532E0,3.363355865E0,9.915231171E0
3.300954463E1,1.778302002E0,3.433559875E0,1.018452118E1
3.301947762E1,1.680255890E0,3.471431122E0,1.037732025E1
3.302940962E1,1.568887482E0,3.450175323E0,1.056952057E1
3.303934262E1,1.467398529E0,3.373385010E0,1.075184143E1
3.304927563E1,1.454225922E0,3.229833527E0,1.094898148E1
3.305920763E1,1.466500397E0,3.009491730E0,1.107786346E1
3.306914062E1,1.415456543E0,2.807861023E0,1.120360199E1
3.307907363E1,1.385967865E0,2.664908295E0,1.139325760E1
3.308900563E1,1.300794983E0,2.561473389E0,1.148277145E1
3.309893863E1,1.200503540E0,2.568359070E0,1.148501678E1
3.310887162E1,1.133143616E0,2.671344910E0,1.156345367E1
3.311880362E1,1.144220581E0,2.799927521E0,1.169847290E1
3.312873663E1,1.082698517E0,2.942431183E0,1.172990753E1
3.313866962E1,9.135502625E-1,3.019520874E0,1.178499298E1
3.314860162E1,7.825726318E-1,3.003204803E0,1.195848221E1
3.315853463E1,8.587641907E-1,2.817441101E0,1.215846634E1
3.316846763E1,1.111738129E0,2.379152527E0,1.230486191E1
3.317839963E1,1.269060974E0,1.901495819E0,1.238853790E1
3.318833262E1,1.466650085E0,1.494791565E0,1.208931015E1
3.319826563E1,1.395248566E0,1.320104828E0,1.156899216E1
3.320819763E1,1.299597473E0,1.317859497E0,1.092877350E1
3.321813062E1,1.055006104E0,1.384021912E0,1.017853363E1
3.322806262E1,6.821315002E-1,1.486558685E0,9.848320312E0
3.323799562E1,4.077520752E-1,1.716480560E0,9.800719299E0
3.324792863E1,3.176394653E-1,2.000889130E0,9.613458710E0
3.325786063E1,2.752775574E-1,2.075733490E0,9.511670380E0
3.326779362E1,2.866539001E-1,1.991159363E0,9.585167542E0
3.327772663E1,3.734733582E-1,1.932182007E0,9.543554077E0
3.328765863E1,4.466711426E-1,1.914818115E0,9.511371002E0
3.329759162E1,4.680766296E-1,1.871857452E0,9.352102203E0
3.330752462E1,4.320016479E-1,1.767075348E0,9.071735229E0
3.331745662E1,3.947291565E-1,1.623523865E0,8.794062653E0
3.332738963E1,4.093986511E-1,1.494641876E0,8.596323853E0
3.333732262E1,4.388873291E-1,1.392254791E0,8.372539215E0
3.334725462E1,4.242178345E-1,1.330732727E0,8.169411621E0
3.335718763E1,3.330574036E-1,1.346599731E0,8.020770721E0
3.336712063E1,3.376977539E-1,1.368154907E0,7.853718109E0
3.337705263E1,3.495231628E-1,1.411265259E0,7.660170593E0
3.338698562E1,3.415896606E-1,1.492097168E0,7.485783234E0
3.339691863E1,3.306623840E-1,1.564097443E0,7.282655640E0
3.340685063E1,2.893482971E-1,1.654359741E0,7.075935516E0
3.341678362E1,2.655477905E-1,1.778002625E0,6.904691620E0
3.342671671E1,2.650987244E-1,1.870659943E0,6.823560333E0
3.343664871E1,2.965333557E-1,1.890269165E0,6.806346130E0
3.344658171E1,2.728825378E-1,1.941911774E0,6.758745117E0
3.345651471E1,2.480342102E-1,2.038760376E0,6.822063446E0
3.346644671E1,1.972897339E-1,2.104922791E0,6.964866486E0
3.347637971E1,1.962419128E-1,2.165247345E0,7.021897888E0
3.348631171E1,2.227368164E-1,2.208806763E0,7.117548981E0
3.349624471E1,2.634521484E-1,2.184856567E0,7.279661865E0
3.350617771E1,3.083587646E-1,2.183509369E0,7.480394440E0
3.351610971E1,3.845503235E-1,2.270179138E0,7.695646820E0
3.352604271E1,4.290078735E-1,2.352208557E0,7.997568970E0
3.353597571E1,4.589456177E-1,2.417023773E0,8.255482635E0
3.354590771E1,4.796026611E-1,2.503992920E0,8.502319336E0
3.355584071E1,4.405339050E-1,2.563718719E0,8.895401917E0
3.356577371E1,4.730163574E-1,2.572999420E0,9.306447144E0
3.357570571E1,6.212081909E-1,2.506387939E0,9.735904083E0
3.358563871E1,7.664062500E-1,2.403102722E0,1.017703674E1
3.359557171E1,8.665480042E-1,2.368524628E0,1.062879730E1
3.360550371E1,9.883946228E-1,2.371518402E0,1.103729782E1
3.361543671E1,1.050814819E0,2.329904938E0,1.120524857E1
3.362536971E1,1.016685791E0,2.234702911E0,1.120405106E1
3.363530171E1,9.800120544E-1,2.153571625E0,1.117441269E1
3.364523471E1,9.351054382E-1,2.101330261E0,1.124192230E1
3.365516771E1,9.204359436E-1,2.097737732E0,1.163275955E1
3.366509971E1,1.093176727E0,2.099983063E0,1.206401276E1
3.367503271E1,1.364412689E0,2.035317535E0,1.236593491E1
3.368496571E1,1.611249390E0,1.945803680E0,1.238838821E1
3.369489771E1,1.732796631E0,1.878443756E0,1.232042953E1
3.370483071E1,1.858984222E0,1.710493011E0,1.222432938E1
3.371476371E1,2.024839325E0,1.638792114E0,1.213736023E1
3.372469571E1,2.168390808E0,1.739382935E0,1.201925583E1
3.373462871E1,2.072290649E0,1.858385468E0,1.193034073E1
3.374456171E1,1.828298035E0,2.007475433E0,1.199380875E1
3.375449371E1,1.792821808E0,2.082319794E0,1.213152237E1
3.376442671E1,1.842668152E0,2.071691895E0,1.215472412E1
3.377435971E1,2.016905823E0,1.916464691E0,1.214050369E1
3.378429171E1,2.195933533E0,1.671573944E0,1.205024139E1
3.379422471E1,2.276166687E0,1.467548218E0,1.182645676E1
3.380415771E1,2.304607544E0,1.311123505E0,1.153142029E1
3.381408971E1,2.332150269E0,1.113684082E0,1.121497833E1
3.382402271E1,2.369422760E0,8.884025574E-1,1.087443649E1
3.383395471E1,2.371219025E0,6.785389709E-1,1.050799850E1
3.384388771E1,2.315385132E0,6.123765564E-1,1.020413040E1
3.385382071E1,2.207758942E0,6.605763245E-1,9.872420197E0
3.386375371E1,2.120939484E0,7.397616577E-1,9.593699799E0
3.387368571E1,2.049987030E0,8.039781189E-1,9.285341034E0
3.388361871E1,1.981279907E0,8.604107666E-1,8.936716003E0
3.389355071E1,1.899849243E0,9.401948547E-1,8.706345062E0
3.390348371E1,1.850601654E0,1.057251434E0,8.432564392E0
3.391341671E1,1.794618073E0,1.133892059E0,8.131091309E0
3.392334871E1,1.739981689E0,1.160386963E0,7.906109161E0
3.393328171E1,1.666334839E0,1.222657471E0,7.723788300E0
3.394321471E1,1.647024994E0,1.307081909E0,7.576793976E0
3.395314671E1,1.639989624E0,1.338067474E0,7.421117706E0
3.396307971E1,1.517544250E0,1.372944946E0,7.199728088E0
3.397301271E1,1.372196503E0,1.507814484E0,7.025789795E0
3.398294471E1,1.241069183E0,1.658551025E0,6.858886871E0
3.399287771E1,1.100810852E0,1.736987915E0,6.701414337E0
3.400281071E1,1.001567230E0,1.739382935E0,6.620283051E0
3.401274271E1,9.316625977E-1,1.729802856E0,6.607110443E0
3.402267571E1,8.885522461E-1,1.776356049E0,6.649771729E0
3.403260871E1,9.033714294E-1,1.807341614E0,6.722071381E0
3.404254071E1,9.309141541E-1,1.806144104E0,6.833888855E0
3.405247371E1,9.756710815E-1,1.821262665E0,7.001689911E0
3.406240671E1,1.035546570E0,1.926344147E0,7.147636414E0
3.407233871E1,1.072669373E0,2.054627380E0,7.349865875E0
3.408227171E1,1.095272369E0,2.125280457E0,7.547904053E0
3.409220471E1,1.176253967E0,2.157014465E0,7.772137756E0
3.410213671E1,1.194216614E0,2.194286957E0,8.006849670E0
3.411206971E1,1.277144165E0,2.181264038E0,8.234226837E0
3.412200271E1,1.456471252E0,2.133663025E0,8.424181824E0
3.413193471E1,1.516496429E0,2.168540497E0,8.622519379E0
3.414186771E1,1.558558960E0,2.276615753E0,8.901239777E0
3.415180071E1,1.564995575E0,2.340233459E0,9.228758698E0
3.416173271E1,1.451980591E0,2.403851166E0,9.657916260E0
3.417166571E1,1.322948914E0,2.546504517E0,1.003094055E1
3.418159871E1,1.313817902E0,2.701432343E0,1.022403900E1
3.419153071E1,1.323248291E0,2.816393280E0,1.040366547E1
3.420146371E1,1.386416931E0,2.852468262E0,1.056772430E1
3.421139571E1,1.577719116E0,2.822829895E0,1.068268524E1
3.422132871E1,1.702409821E0,2.768642578E0,1.083267334E1
3.423126171E1,1.913321228E0,2.647694092E0,1.107472000E1
3.424119471E1,1.972448273E0,2.564616852E0,1.134939880E1
3.425112671E1,1.973496094E0,2.600392456E0,1.162213165E1
3.426105971E1,1.949396210E0,2.633922729E0,1.173529633E1
3.427099271E1,1.783541107E0,2.680026855E0,1.160431870E1
3.428092471E1,1.388063507E0,2.697690125E0,1.134625534E1
3.429085771E1,1.040037231E0,2.577639771E0,1.119282440E1
3.430078971E1,8.475375366E-1,2.483635254E0,1.120180573E1
3.431072271E1,7.146139526E-1,2.482737122E0,1.122725281E1
3.432065571E1,5.451663208E-1,2.476749573E0,1.121108643E1
3.433058771E1,3.195854187E-1,2.352058868E0,1.127171036E1
3.434052071E1,2.911445618E-1,2.192191315E0,1.135598511E1
3.435045371E1,4.507127380E-1,1.957928467E0,1.149609375E1
3.436038571E1,6.378236389E-1,1.663041687E0,1.162407761E1
3.437031871E1,7.548802185E-1,1.490600281E0,1.149459686E1
3.438025171E1,7.328759766E-1,1.457519073E0,1.113743958E1
3.439018371E1,6.248007202E-1,1.514550476E0,1.074345886E1
3.440011671E1,4.788542175E-1,1.623074799E0,1.031579819E1
3.441004971E1,3.586541748E-1,1.760938110E0,9.967322845E0
3.441998171E1,4.197271729E-1,1.799857178E0,9.826316071E0
3.442991058E1,4.923262024E-1,1.748364258E0,9.777966614E0
3.443984358E1,5.233117676E-1,1.804796906E0,9.663604431E0
3.444977558E1,5.498066711E-1,1.930685120E0,9.708810425E0
3.445970858E1,6.361770630E-1,1.909129944E0,9.824819183E0
3.446964158E1,8.232879639E-1,1.740580444E0,9.766440582E0
3.447957358E1,1.027313690E0,1.563049622E0,9.584119720E0
3.448950658E1,1.214274902E0,1.373244324E0,9.331445160E0
3.449943958E1,1.304088135E0,1.238075409E0,9.026080170E0
3.450937158E1,1.390907593E0,1.135089569E0,8.819659424E0
3.451930458E1,1.409319305E0,1.059047699E0,8.593779144E0
3.452923758E1,1.407073975E0,1.024469604E0,8.446635132E0
3.453916958E1,1.416204987E0,9.633966064E-1,8.399333496E0
3.454910258E1,1.401535492E0,9.321116638E-1,8.371192017E0
3.455903558E1,1.434467010E0,9.843530273E-1,8.288563843E0
3.456896758E1,1.413809967E0,1.014739838E0,8.228089600E0
3.457890058E1,1.368903351E0,1.084345093E0,8.178542633E0
3.458883358E1,1.310524750E0,1.201102295E0,8.152347107E0
3.459876558E1,1.239123230E0,1.265767822E0,8.108338623E0
3.460869858E1,1.168619843E0,1.320254517E0,7.955955505E0
3.461863158E1,1.087338867E0,1.397942963E0,7.787705383E0
3.462856358E1,9.997709656E-1,1.482367401E0,7.682773590E0
3.463849658E1,8.943901062E-1,1.582359467E0,7.635921021E0
3.464842958E1,8.026309204E-1,1.711391144E0,7.633975067E0
3.465836158E1,6.930587769E-1,1.820663910E0,7.643704834E0
3.466829458E1,6.478527832E-1,1.912572784E0,7.739655304E0
3.467822758E1,6.259982300E-1,1.887425079E0,8.019273834E0
3.468815958E1,6.746470642E-1,1.851649475E0,8.362809448E0
3.469809258E1,7.460485840E-1,1.859133911E0,8.694669342E0
3.470802558E1,7.770341492E-1,1.862726440E0,8.996890869E0
3.471795758E1,7.810757446E-1,1.941612396E0,9.292675781E0
3.472789058E1,8.448431396E-1,2.058219910E0,9.573192444E0
3.473782358E1,9.123527527E-1,2.112706604E0,9.815688171E0
3.474775558E1,9.621990967E-1,2.084864502E0,1.004605911E1
3.475768858E1,9.708810425E-1,2.046244812E0,1.024634262E1
3.476762158E1,1.010249176E0,2.042203217E0,1.039977356E1
3.477755358E1,1.068029022E0,2.065255280E0,1.060769119E1
3.478748658E1,1.088237000E0,2.028880920E0,1.078612015E1
3.479741958E1,1.088536377E0,1.969304810E0,1.087817871E1
3.480735158E1,1.111438751E0,1.949096832E0,1.081905167E1
3.481728458E1,1.082848206E0,1.890119476E0,1.087922653E1
3.482721658E1,1.064436493E0,1.789528656E0,1.111378876E1
3.483714958E1,1.207538910E0,1.698517914E0,1.131467102E1
3.484708258E1,1.399290161E0,1.583257599E0,1.146016846E1
3.485701458E1,1.498833160E0,1.477577362E0,1.153576126E1
3.486694758E1,1.571881256E0,1.547631683E0,1.138861725E1
3.487688058E1,1.654060364E0,1.593436432E0,1.124237137E1
3.488681258E1,1.808688812E0,1.496587830E0,1.132889145E1
3.489674558E1,2.069596252E0,1.520238647E0,1.129820526E1
3.490667858E1,2.165397034E0,1.668879547E0,1.103550156E1
3.491661058E1,2.013762360E0,1.698817291E0,1.090332642E1
3.492654358E1,1.799707489E0,1.662891998E0,1.081351318E1
3.493647658E1,1.626817017E0,1.711391144E0,1.083596649E1
3.494640858E1,1.624272308E0,1.811083832E0,1.105885300E1
3.495634158E1,1.772763519E0,1.758692780E0,1.120779327E1
3.496627458E1,1.885479126E0,1.521585846E0,1.106978027E1
3.497620658E1,1.921703796E0,1.212029572E0,1.081396225E1
3.498613958E1,1.949845276E0,9.668394470E-1,1.054542068E1
