"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.718253646E1,9.764195251E-1,1.645378418E0,8.153843994E0
8.719246946E1,1.083446960E0,1.676363983E0,8.243956604E0
8.720240246E1,1.161584473E0,1.723665619E0,8.337362366E0
8.721233446E1,1.214125214E0,1.787283325E0,8.399932251E0
8.722226746E1,1.200802917E0,1.883084106E0,8.449628906E0
8.723220046E1,1.175954590E0,1.990560608E0,8.468789062E0
8.724213346E1,1.159189453E0,2.085463257E0,8.494984589E0
8.725206646E1,1.157542877E0,2.105371857E0,8.547375641E0
8.726199846E1,1.143771515E0,2.117945709E0,8.584648132E0
8.727193146E1,1.155297546E0,2.140548706E0,8.619525604E0
8.728186446E1,1.145418091E0,2.187850342E0,8.688532104E0
8.729179746E1,1.142424316E0,2.230960693E0,8.748557281E0
8.730173046E1,1.142723694E0,2.298021240E0,8.767118683E0
8.731166246E1,1.141975250E0,2.371668091E0,8.789272614E0
8.732159546E1,1.111438751E0,2.430495758E0,8.824150085E0
8.733152846E1,1.063388672E0,2.489772491E0,8.856931915E0
8.734146146E1,1.048868866E0,2.561922455E0,8.928183746E0
8.735139446E1,1.007405090E0,2.620001678E0,9.051976318E0
8.736132646E1,1.011895752E0,2.697989502E0,9.173373871E0
8.737125946E1,1.034498749E0,2.730621643E0,9.294771423E0
8.738119246E1,1.048719177E0,2.718796234E0,9.353000336E0
8.739112546E1,1.046174469E0,2.714754639E0,9.448651428E0
8.740105746E1,1.035396881E0,2.715503082E0,9.521849213E0
8.741099046E1,1.068328400E0,2.687960358E0,9.604926453E0
8.742092346E1,1.077459412E0,2.672392731E0,9.710606689E0
8.743085646E1,1.060843964E0,2.623893585E0,9.851912842E0
8.744078946E1,1.015039215E0,2.549348602E0,1.000205063E1
8.745072246E1,1.001267853E0,2.489922180E0,1.016551071E1
8.746065446E1,9.283694458E-1,2.429897003E0,1.032672546E1
8.747058663E1,8.244854736E-1,2.345622253E0,1.052820648E1
8.748051962E1,7.424560547E-1,2.314636688E0,1.072145462E1
8.749045263E1,6.632707214E-1,2.305655365E0,1.085931793E1
8.750038463E1,5.328918457E-1,2.370171204E0,1.089569229E1
8.751031762E1,3.353027344E-1,2.390678558E0,1.095182556E1
8.752025063E1,2.392025757E-1,2.305056610E0,1.104403381E1
8.753018363E1,3.216810608E-1,2.212998047E0,1.105570953E1
8.754011662E1,1.910028076E-1,2.216440887E0,1.103954315E1
8.755004862E1,-1.073268127E-1,2.264640656E0,1.111693222E1
8.755998163E1,-2.863545227E-1,2.264041901E0,1.123922791E1
8.756991462E1,-1.929487610E-1,2.093247070E0,1.134805161E1
8.757984763E1,-5.837860107E-2,1.738933868E0,1.145088776E1
8.758978062E1,-1.661544800E-2,1.342558136E0,1.162407761E1
8.759971263E1,5.149291992E-2,1.109792175E0,1.175400742E1
8.760964562E1,1.814227295E-1,1.008153534E0,1.179577057E1
8.761957863E1,2.502795410E-1,1.016835480E0,1.155956177E1
8.762951162E1,1.942959595E-1,1.069675598E0,1.097203354E1
8.763944463E1,7.304809570E-2,1.150208130E0,1.035980667E1
8.764937663E1,-9.550140381E-2,1.256636810E0,9.766440582E0
8.765930962E1,-3.385958862E-1,1.469194794E0,9.307345276E0
8.766924262E1,-4.429289246E-1,1.743574219E0,9.296567688E0
8.767917563E1,-3.706292725E-1,1.920506287E0,9.358987885E0
8.768910862E1,-2.894979858E-1,1.877695312E0,9.356443176E0
8.769904062E1,-3.620970154E-1,1.847158813E0,9.301956482E0
8.770897363E1,-3.992198181E-1,1.814077606E0,9.538165283E0
8.771890662E1,-3.354524231E-1,1.673968964E0,9.725425873E0
8.772883963E1,-2.237846375E-1,1.497785339E0,9.786498871E0
8.773877162E1,-1.296304321E-1,1.318757629E0,9.788893890E0
8.774870463E1,-1.187031555E-1,1.194366302E0,9.678273926E0
8.775863762E1,-1.568737793E-1,1.125359802E0,9.512568512E0
8.776857063E1,-1.622625732E-1,1.127904510E0,9.374555511E0
8.777850362E1,-1.673519897E-1,1.184037781E0,9.253756714E0
8.778843562E1,-1.685494995E-1,1.287023621E0,9.105564880E0
8.779836862E1,-1.526824951E-1,1.375040588E0,9.009315033E0
8.780830163E1,-1.187031555E-1,1.438508606E0,8.879385223E0
8.781823462E1,-1.181044006E-1,1.526076508E0,8.702453156E0
8.782816763E1,-1.435514832E-1,1.631457367E0,8.562494202E0
8.783809963E1,-1.787283325E-1,1.750459900E0,8.431666260E0
8.784803262E1,-1.794767761E-1,1.783990173E0,8.277636566E0
8.785796563E1,-1.701960754E-1,1.814526672E0,8.217162323E0
8.786789863E1,-1.258882141E-1,1.924547882E0,8.206684113E0
8.787783162E1,-7.439529419E-2,2.028431854E0,8.203091583E0
8.788776362E1,-3.622467041E-2,2.074386292E0,8.239615631E0
8.789769663E1,-4.191284180E-3,2.114951935E0,8.302634583E0
8.790762962E1,6.765930176E-2,2.133663025E0,8.373736725E0
8.791756263E1,1.532812500E-1,2.139201508E0,8.461005249E0
8.792749563E1,2.192939758E-1,2.152374115E0,8.512498169E0
8.793742763E1,2.502795410E-1,2.150128784E0,8.509205017E0
8.794736062E1,2.859054565E-1,2.162702637E0,8.499325562E0
8.795729363E1,3.233276367E-1,2.189347229E0,8.485703888E0
8.796722662E1,3.606001282E-1,2.239043884E0,8.490044861E0
8.797715963E1,3.826043701E-1,2.321672058E0,8.534801788E0
8.798709163E1,3.770658875E-1,2.454445953E0,8.553213501E0
8.799702463E1,3.673361206E-1,2.571352844E0,8.551267548E0
8.800695762E1,3.722758484E-1,2.661764832E0,8.568930817E0
8.801689063E1,3.999682617E-1,2.764002228E0,8.609047394E0
8.802682362E1,4.501139832E-1,2.848127289E0,8.671168213E0
8.803675562E1,4.942721558E-1,2.889591064E0,8.739126892E0
8.804668863E1,5.646258545E-1,2.920426941E0,8.819958801E0
8.805662163E1,6.048921204E-1,2.984793091E0,8.939709778E0
8.806655462E1,6.536906433E-1,3.021616516E0,9.115893402E0
8.807648662E1,7.405101013E-1,3.001258850E0,9.292675781E0
8.808641963E1,8.110134888E-1,2.955154724E0,9.458680573E0
8.809635262E1,8.587641907E-1,2.891986084E0,9.613458710E0
8.810628563E1,8.939410400E-1,2.788102112E0,9.728269958E0
8.811621863E1,9.054670715E-1,2.676584015E0,9.851164398E0
8.812615063E1,8.987310791E-1,2.585423584E0,9.940827942E0
8.813608362E1,8.794212341E-1,2.509232025E0,1.003872437E1
8.814601663E1,8.229885864E-1,2.455793152E0,1.009874954E1
8.815594962E1,7.563771057E-1,2.413730621E0,1.014350647E1
8.816588263E1,7.283853149E-1,2.344275055E0,1.026879593E1
8.817581463E1,7.526348877E-1,2.244732056E0,1.049692154E1
8.818574763E1,8.065228271E-1,2.201172638E0,1.077175003E1
8.819568062E1,8.601113892E-1,2.253264313E0,1.098146393E1
8.820561363E1,8.529263306E-1,2.288890228E0,1.114118179E1
8.821554662E1,8.897497559E-1,2.167193298E0,1.136631363E1
8.822547862E1,1.110989685E0,1.942809906E0,1.148262177E1
8.823541163E1,1.289718018E0,1.745819550E0,1.134535721E1
8.824534463E1,1.154848480E0,1.577120361E0,1.110525650E1
8.825527762E1,8.910969543E-1,1.447639618E0,1.094523926E1
8.826521063E1,7.653584290E-1,1.320254517E0,1.087488556E1
8.827514263E1,7.472460938E-1,1.101409607E0,1.092413315E1
8.828507562E1,8.485853577E-1,8.861572266E-1,1.103056183E1
8.829500863E1,8.939410400E-1,7.328759766E-1,1.117725677E1
8.830494162E1,8.864566040E-1,6.170169067E-1,1.133487900E1
8.831487462E1,1.012943573E0,5.110372925E-1,1.140119110E1
8.832480662E1,1.176253967E0,3.950285339E-1,1.142828476E1
8.833473963E1,1.281036072E0,2.850073242E-1,1.125015518E1
8.834467262E1,1.288520508E0,2.179467773E-1,1.080153809E1
8.835460563E1,1.223256226E0,2.582130432E-1,1.036953644E1
8.836453862E1,1.104403381E0,4.092489624E-1,1.013557297E1
8.837447062E1,9.767189026E-1,6.111790466E-1,1.009306137E1
8.838440362E1,9.419911194E-1,8.397537231E-1,1.010683273E1
8.839433663E1,1.000070343E0,9.677375793E-1,1.005399261E1
8.840426962E1,1.067879333E0,9.404942322E-1,1.001193008E1
8.841420162E1,1.123114471E0,8.485853577E-1,9.950557709E0
8.842413463E1,1.165326691E0,7.795788574E-1,9.758058014E0
8.843406762E1,1.211131439E0,7.845185852E-1,9.472302246E0
8.844400062E1,1.258433075E0,8.104147339E-1,9.144783325E0
8.845393363E1,1.325792999E0,8.399034119E-1,8.715476074E0
8.846386563E1,1.435963898E0,8.907975769E-1,8.312214661E0
8.847379958E1,1.447340240E0,9.698332214E-1,8.049211578E0
8.848373258E1,1.404828644E0,1.095571747E0,8.092920685E0
8.849366558E1,1.423539734E0,1.239871674E0,8.137078857E0
8.850359858E1,1.404529266E0,1.302291870E0,8.170160065E0
8.851353058E1,1.337468719E0,1.354982300E0,8.311017151E0
8.852346358E1,1.273401947E0,1.455722809E0,8.364306335E0
8.853339658E1,1.219813385E0,1.505868530E0,8.316555634E0
8.854332958E1,1.075812836E0,1.464255066E0,8.250393219E0
8.855326258E1,9.789642334E-1,1.430874481E0,8.274493103E0
8.856319458E1,9.289682007E-1,1.404529266E0,8.366401978E0
8.857312758E1,9.355545044E-1,1.366208954E0,8.476872253E0
8.858306058E1,1.000369720E0,1.350491638E0,8.574319611E0
8.859299358E1,1.106049957E0,1.351838837E0,8.679850159E0
8.860292658E1,1.229842529E0,1.358425140E0,8.803343353E0
8.861285858E1,1.287921753E0,1.373843079E0,8.847202148E0
8.862279158E1,1.316811676E0,1.463806000E0,8.855734406E0
8.863272458E1,1.337768097E0,1.621128845E0,8.854237518E0
8.864265758E1,1.358425140E0,1.748813324E0,8.831035767E0
8.865259058E1,1.359323273E0,1.819167023E0,8.821306000E0
8.866252258E1,1.409319305E0,1.874701538E0,8.869655457E0
8.867245558E1,1.431622925E0,1.896855469E0,8.868008881E0
8.868238858E1,1.382974091E0,1.906585236E0,8.896000671E0
8.869232158E1,1.362317047E0,1.956581268E0,8.917705536E0
8.870225458E1,1.366957397E0,2.050136719E0,8.934171295E0
8.871218658E1,1.342258759E0,2.108066254E0,8.973539429E0
8.872211958E1,1.299896851E0,2.161954193E0,8.988208923E0
8.873205258E1,1.268911285E0,2.256856842E0,9.041198730E0
8.874198558E1,1.228046265E0,2.384691010E0,9.091643829E0
8.875191758E1,1.172062683E0,2.520308990E0,9.123377838E0
8.876185058E1,1.097517700E0,2.592159576E0,9.199270020E0
8.877178358E1,1.045426025E0,2.639610901E0,9.324709167E0
8.878171658E1,1.065933380E0,2.675685883E0,9.479038239E0
8.879164958E1,1.125808868E0,2.627935181E0,9.686057739E0
8.880158158E1,1.186732178E0,2.485730896E0,9.891730042E0
8.881151458E1,1.252295837E0,2.324965210E0,1.017404297E1
8.882144758E1,1.331331482E0,2.204914856E0,1.046982788E1
8.883138058E1,1.389261017E0,2.071841583E0,1.076576248E1
8.884131358E1,1.373394012E0,1.932331696E0,1.110630432E1
8.885124558E1,1.305585022E0,1.882185974E0,1.136990616E1
8.886117858E1,1.161734161E0,2.005529480E0,1.131736542E1
8.887111158E1,8.360115051E-1,2.146536255E0,1.118608841E1
8.888104458E1,6.164181519E-1,2.101180573E0,1.131901199E1
8.889097758E1,6.346801758E-1,1.947899323E0,1.143726608E1
8.890090958E1,6.424639893E-1,1.832339630E0,1.133607651E1
8.891084258E1,3.737727356E-1,1.702858887E0,1.128024261E1
8.892077558E1,1.441502380E-1,1.510957947E0,1.148786087E1
8.893070858E1,2.591111755E-1,1.306632843E0,1.171523804E1
8.894064158E1,5.270539856E-1,1.031954041E0,1.187211182E1
8.895057358E1,6.433621216E-1,7.303312683E-1,1.198183365E1
8.896050658E1,7.039860535E-1,5.363346863E-1,1.199530563E1
8.897043958E1,7.542814636E-1,5.183720398E-1,1.174966644E1
8.898037258E1,7.056326294E-1,6.005511475E-1,1.122276215E1
8.899030558E1,4.893324280E-1,6.414161682E-1,1.059212357E1
8.900023758E1,1.922003174E-1,6.915618896E-1,1.007479935E1
8.901017058E1,-7.050338745E-2,8.896000671E-1,9.783654785E0
8.902010358E1,-2.516267395E-1,1.183289337E0,9.575587463E0
8.903003658E1,-2.923420715E-1,1.289718018E0,9.403445435E0
8.903996958E1,-2.791694641E-1,1.263372803E0,9.434431000E0
8.904990158E1,-2.606080627E-1,1.293460236E0,9.520801392E0
8.905983458E1,-2.519261169E-1,1.352736969E0,9.654024353E0
8.906976758E1,-1.556762695E-1,1.262624359E0,9.807305603E0
8.907970058E1,3.727249146E-2,9.988728333E-1,9.862690430E0
8.908963358E1,2.621049500E-1,7.182064819E-1,9.870174866E0
8.909956558E1,3.896397400E-1,5.860313416E-1,9.895621948E0
8.910949858E1,4.143383789E-1,6.128256226E-1,9.901609497E0
8.911943158E1,3.691323853E-1,7.078779602E-1,9.879605255E0
8.912936458E1,3.489244080E-1,8.110134888E-1,9.754764862E0
8.913929758E1,3.588038635E-1,8.473878479E-1,9.574389954E0
8.914922958E1,3.809577942E-1,9.172924805E-1,9.301507416E0
8.915916258E1,3.614982605E-1,1.037193146E0,8.960366821E0
8.916909558E1,3.135978699E-1,1.199306030E0,8.631650391E0
8.917902858E1,2.815644836E-1,1.366208954E0,8.326135712E0
8.918896058E1,2.688409424E-1,1.503323822E0,8.077652435E0
8.919889358E1,2.644999695E-1,1.657054138E0,7.924670563E0
8.920882658E1,2.939886475E-1,1.796114960E0,7.783663788E0
8.921875958E1,2.689906311E-1,1.880539398E0,7.677684174E0
8.922869258E1,2.472857666E-1,1.960173798E0,7.665858765E0
8.923862558E1,2.538720703E-1,2.013163605E0,7.665409698E0
8.924855758E1,2.589614868E-1,2.031275940E0,7.666756897E0
8.925849058E1,2.519261169E-1,1.994751892E0,7.690557404E0
8.926842358E1,2.853067017E-1,1.955084381E0,7.810009003E0
8.927835658E1,3.456312561E-1,1.939217377E0,7.938890991E0
8.928828858E1,3.879931641E-1,1.931433563E0,8.060438232E0
8.929822158E1,3.938310242E-1,1.943109283E0,8.205636292E0
8.930815458E1,4.025129700E-1,1.945803680E0,8.354127502E0
8.931808758E1,4.435276794E-1,1.963466949E0,8.497828674E0
8.932802058E1,4.659809875E-1,2.003733215E0,8.606951752E0
8.933795258E1,4.617897034E-1,2.050136719E0,8.741970978E0
8.934788558E1,4.626878357E-1,2.094743958E0,8.927285614E0
8.935781858E1,4.658312988E-1,2.163600769E0,9.134604492E0
8.936775158E1,4.799020386E-1,2.212249603E0,9.339977417E0
8.937768458E1,5.031037903E-1,2.185904388E0,9.533375244E0
8.938761658E1,5.340893555E-1,2.112556915E0,9.712552643E0
8.939754958E1,5.528004456E-1,2.079625397E0,9.862690430E0
8.940748258E1,5.337899780E-1,2.090702362E0,9.944121094E0
8.941741558E1,4.562512207E-1,2.065704346E0,9.978549500E0
8.942734858E1,4.013154602E-1,2.017055511E0,1.006432114E1
8.943728058E1,4.035607910E-1,2.017953644E0,1.021296204E1
8.944721358E1,4.370910645E-1,2.044598236E0,1.037851776E1
8.945714658E1,4.544549561E-1,2.010319519E0,1.058568695E1
8.946707958E1,4.442761230E-1,1.881587219E0,1.086994583E1
8.947701246E1,5.146298218E-1,1.764380951E0,1.109432922E1
8.948694446E1,5.971083069E-1,1.749711456E0,1.122934845E1
8.949687746E1,6.737489319E-1,1.719474335E0,1.138981476E1
8.950681046E1,7.743397522E-1,1.712738342E0,1.142080032E1
8.951674346E1,9.259744263E-1,1.732497253E0,1.140253830E1
8.952667646E1,1.095122681E0,1.708097992E0,1.153591095E1
8.953660846E1,1.381776581E0,1.748963013E0,1.167407364E1
8.954654146E1,1.595232697E0,1.841770020E0,1.161823975E1
8.955647446E1,1.620679779E0,1.906435547E0,1.149908752E1
8.956640746E1,1.490600281E0,1.926344147E0,1.148202301E1
8.957634046E1,1.479822693E0,1.879940643E0,1.154070099E1
8.958627246E1,1.652862854E0,1.765728149E0,1.163231049E1
8.959620546E1,1.831890564E0,1.568288727E0,1.178274765E1
8.960613846E1,1.974094849E0,1.360969849E0,1.196432007E1
8.961607146E1,2.119442596E0,1.184935913E0,1.205787552E1
8.962600446E1,2.212848358E0,9.713301086E-1,1.193393326E1
8.963593646E1,2.191442871E0,7.674540710E-1,1.161464722E1
8.964586946E1,2.100132751E0,6.312373352E-1,1.120794296E1
8.965580246E1,2.034120026E0,6.104306030E-1,1.079120956E1
8.966573546E1,1.947150879E0,6.011499023E-1,1.028241760E1
8.967566846E1,1.789528656E0,5.713618469E-1,9.917925568E0
8.968560046E1,1.632954254E0,5.948629761E-1,9.762997742E0
8.969553346E1,1.545086975E0,6.349795532E-1,9.708810425E0
8.970546646E1,1.514550476E0,6.671626282E-1,9.621541901E0
8.971539946E1,1.500030670E0,6.661148071E-1,9.524393921E0
8.972533246E1,1.425635376E0,6.321354675E-1,9.458381195E0
8.973526446E1,1.303190002E0,6.048921204E-1,9.340576172E0
8.974519746E1,1.191971283E0,6.150709534E-1,9.120084686E0
8.975513046E1,1.122515717E0,6.309379578E-1,8.905281372E0
8.976506346E1,1.101559296E0,6.728507996E-1,8.717422028E0
8.977499546E1,1.080303497E0,7.393125916E-1,8.543932800E0
8.978492846E1,1.024170227E0,8.313711548E-1,8.368796997E0
8.979486146E1,9.541159058E-1,9.485774231E-1,8.205785980E0
8.980479446E1,9.147477722E-1,1.054257660E0,8.045469360E0
8.981472746E1,9.039701843E-1,1.185534668E0,7.874375153E0
8.982465946E1,8.340655518E-1,1.310075684E0,7.670648804E0
8.983459246E1,7.360194397E-1,1.418001251E0,7.519313507E0
8.984452546E1,6.394702148E-1,1.546883240E0,7.448810120E0
8.985445846E1,5.794450378E-1,1.670825500E0,7.413333893E0
8.986439146E1,5.493576050E-1,1.754651184E0,7.435188446E0
8.987432346E1,5.529501343E-1,1.805844727E0,7.479795685E0
8.988425646E1,5.797444153E-1,1.831441498E0,7.608378296E0
8.989418946E1,5.948629761E-1,1.839973755E0,7.751480713E0
8.990412246E1,6.429130554E-1,1.832189941E0,7.898325348E0
8.991405546E1,7.102729797E-1,1.797911224E0,8.052355042E0
8.992398746E1,7.981402588E-1,1.792821808E0,8.206235046E0
8.993392046E1,8.851094055E-1,1.830393677E0,8.292156372E0
8.994385346E1,9.011260986E-1,1.945204926E0,8.373137970E0
8.995378646E1,8.969348145E-1,2.089205475E0,8.494236145E0
8.996371946E1,9.448352051E-1,2.191891937E0,8.581205292E0
8.997365146E1,9.696835327E-1,2.229912872E0,8.606652374E0
8.998358446E1,9.746232605E-1,2.268831940E0,8.641080780E0
8.999351746E1,9.538165283E-1,2.320324860E0,8.655600586E0
9.000345046E1,8.987310791E-1,2.372416534E0,8.712033234E0
9.001338346E1,8.472381592E-1,2.478096771E0,8.759035492E0
9.002331546E1,7.982899475E-1,2.571951599E0,8.817414093E0
9.003324846E1,7.464976501E-1,2.621199188E0,8.919950867E0
9.004318146E1,7.220983887E-1,2.655627594E0,9.026828613E0
9.005311446E1,6.971003723E-1,2.684218140E0,9.096583557E0
9.006304746E1,6.990463257E-1,2.719245300E0,9.191336517E0
9.007297946E1,7.351213074E-1,2.711012421E0,9.371861115E0
9.008291246E1,7.777825928E-1,2.695295105E0,9.539811859E0
9.009284546E1,8.390052795E-1,2.685864716E0,9.678124237E0
9.010277846E1,8.890013123E-1,2.647993469E0,9.851314087E0
9.011271146E1,9.544152832E-1,2.554587708E0,1.006237518E1
9.012264346E1,1.036893768E0,2.489622803E0,1.027343628E1
9.013257646E1,1.089135132E0,2.413431244E0,1.054078033E1
9.014250946E1,1.088237000E0,2.312690735E0,1.081022003E1
9.015244246E1,1.008602600E0,2.246378632E0,1.096170502E1
9.016237546E1,8.430468750E-1,2.173629913E0,1.111872849E1
9.017230746E1,7.358697510E-1,1.996099091E0,1.132095795E1
9.018224046E1,7.243437195E-1,1.792672119E0,1.145208527E1
9.019217346E1,6.740483093E-1,1.697919159E0,1.145702499E1
9.020210646E1,5.287005615E-1,1.683698730E0,1.147858017E1
9.021203946E1,4.438270569E-1,1.588945770E0,1.168649780E1
9.022197146E1,6.291416931E-1,1.452729034E0,1.193662766E1
9.023190446E1,1.006956024E0,1.312321014E0,1.210023743E1
9.024183746E1,1.291663971E0,1.106199646E0,1.221564743E1
9.025177046E1,1.440604248E0,9.015751648E-1,1.220337296E1
9.026170346E1,1.508862305E0,8.596623230E-1,1.191671906E1
9.027163546E1,1.437760162E0,1.016087036E0,1.161599442E1
9.028156846E1,1.393452301E0,1.119821320E0,1.093146790E1
9.029150146E1,1.095571747E0,1.117126923E0,1.012419662E1
9.030143446E1,9.265731812E-1,1.198856964E0,9.928254089E0
9.031136746E1,7.156617737E-1,1.502276001E0,9.789342957E0
9.032129946E1,5.454656982E-1,1.780697021E0,9.677675171E0
9.033123246E1,4.631369019E-1,1.806742859E0,9.643097076E0
9.034116546E1,5.038522339E-1,1.669777679E0,9.607171783E0
9.035109846E1,6.141728210E-1,1.570983124E0,9.716594238E0
9.036103146E1,7.881111145E-1,1.486558685E0,9.875863037E0
9.037096346E1,8.887019348E-1,1.342857513E0,9.875114594E0
9.038089646E1,9.394464111E-1,1.165177002E0,9.812395020E0
9.039082946E1,9.267228699E-1,1.042432251E0,9.690548401E0
9.040076246E1,8.904981995E-1,1.027912445E0,9.553134155E0
9.041069446E1,8.155041504E-1,1.070573730E0,9.374705200E0
9.042062746E1,7.529342651E-1,1.151255951E0,9.234895935E0
9.043056046E1,7.144642639E-1,1.259929962E0,9.095535736E0
9.044049346E1,6.818321228E-1,1.346300354E0,8.950187988E0
9.045042646E1,6.536906433E-1,1.417701874E0,8.841214600E0
9.046035846E1,6.292913818E-1,1.508862305E0,8.660390625E0
9.047029146E1,5.906716919E-1,1.591640167E0,8.477920074E0
9.048022463E1,5.264552307E-1,1.641636200E0,8.309520264E0
9.049015762E1,4.453239441E-1,1.677860870E0,8.141868896E0
9.050009063E1,3.890409851E-1,1.751208344E0,8.015681305E0
9.051002263E1,3.375480652E-1,1.798959045E0,7.952662354E0
9.051995563E1,3.037184143E-1,1.812580719E0,7.919431458E0
9.052988862E1,2.845582581E-1,1.825154572E0,7.928861847E0
9.053982163E1,2.796185303E-1,1.851649475E0,7.955356750E0
9.054975462E1,2.797682190E-1,1.871707764E0,8.016429749E0
9.055968763E1,2.945874023E-1,1.880689087E0,8.060587921E0
9.056961963E1,3.162922668E-1,1.899849243E0,8.125103760E0
9.057955263E1,3.188369751E-1,1.936822357E0,8.180189209E0
9.058948562E1,3.097059631E-1,1.977837067E0,8.245303802E0
9.059941863E1,3.344046021E-1,2.000739441E0,8.348289642E0
9.060935063E1,3.824546814E-1,2.032922516E0,8.432714081E0
9.061928362E1,3.896397400E-1,2.093696136E0,8.464897156E0
9.062921663E1,3.674858093E-1,2.160606995E0,8.534502411E0
9.063914962E1,3.472778320E-1,2.225571899E0,8.633296967E0
9.064908262E1,3.523672485E-1,2.262245636E0,8.741521912E0
9.065901462E1,3.917353821E-1,2.279609528E0,8.925339661E0
9.066894763E1,4.490661621E-1,2.266436920E0,9.127269745E0
9.067888062E1,4.998106384E-1,2.242337036E0,9.289532318E0
9.068881363E1,5.421725464E-1,2.185155945E0,9.421258392E0
9.069874662E1,5.513035583E-1,2.073488159E0,9.690997467E0
9.070867863E1,5.709127808E-1,1.989812164E0,9.905501404E0
9.071861162E1,6.345304871E-1,1.920655975E0,1.006297394E1
9.072854463E1,6.712042236E-1,1.796713715E0,1.026864624E1
9.073847762E1,6.616241455E-1,1.709894257E0,1.042177780E1
9.074841063E1,6.313870239E-1,1.736389160E0,1.054811508E1
9.075834263E1,6.164181519E-1,1.818119202E0,1.073013657E1
9.076827562E1,6.571334839E-1,1.873054962E0,1.085961731E1
9.077820862E1,7.794291687E-1,1.937421112E0,1.092697723E1
9.078814163E1,9.111552429E-1,2.013462982E0,1.093955109E1
9.079807462E1,9.879455566E-1,1.924697571E0,1.105930206E1
9.080800662E1,1.213975525E0,1.729204102E0,1.126347748E1
9.081793963E1,1.547931061E0,1.512155457E0,1.140777740E1
9.082787262E1,1.690883789E0,1.269959106E0,1.148262177E1
9.083780563E1,1.586101685E0,1.066532135E0,1.150297943E1
9.084773863E1,1.368454285E0,1.006956024E0,1.150806885E1
9.085767063E1,1.204545135E0,9.910890198E-1,1.157168655E1
9.086760362E1,1.137185211E0,8.496331787E-1,1.167332520E1
9.087753663E1,1.211281128E0,6.027964783E-1,1.187360870E1
9.088746962E1,1.370549927E0,3.240760803E-1,1.199979630E1
9.089740263E1,1.540296936E0,1.263372803E-1,1.196596664E1
9.090733462E1,1.695823517E0,6.900650024E-2,1.178903458E1
9.091726763E1,1.827699280E0,7.664062500E-2,1.142723694E1
9.092720062E1,1.961371307E0,1.454974365E-1,1.100391724E1
9.093713363E1,2.098186798E0,2.115101624E-1,1.061233154E1
9.094706662E1,2.132166138E0,3.013233948E-1,1.005144791E1
9.095699862E1,2.091001740E0,5.140310669E-1,9.766290894E0
9.096693163E1,2.088307343E0,8.375083923E-1,9.672436066E0
9.097686463E1,2.117197266E0,1.176253967E0,9.621691589E0
9.098679762E1,2.148781586E0,1.362915802E0,9.447304230E0
9.099673063E1,2.085163879E0,1.398392029E0,9.398805084E0
9.100666263E1,2.128124542E0,1.386716309E0,9.514514465E0
9.101659562E1,2.122436371E0,1.325792999E0,9.382339325E0
9.102652863E1,1.995200958E0,1.202898560E0,9.262887726E0
9.103646163E1,1.845811615E0,1.098116455E0,9.231752472E0
9.104639462E1,1.760189667E0,1.055455170E0,9.145082703E0
9.105632662E1,1.684896240E0,1.057101746E0,9.020990753E0
9.106625963E1,1.536105652E0,1.099164276E0,8.848399658E0
9.107619262E1,1.366059265E0,1.211730194E0,8.597072296E0
9.108612563E1,1.229992218E0,1.366658020E0,8.321495361E0
9.109605863E1,1.134640503E0,1.499282227E0,8.077802124E0
9.110599063E1,1.046623535E0,1.616189117E0,7.893086243E0
9.111592362E1,9.684860229E-1,1.744322662E0,7.755372620E0
9.112585663E1,8.910969543E-1,1.839973755E0,7.658673706E0
9.113578962E1,8.882528687E-1,1.886526947E0,7.627538452E0
9.114572263E1,9.421408081E-1,1.874851227E0,7.667205963E0
9.115565463E1,9.827064514E-1,1.840422821E0,7.702382813E0
9.116558763E1,9.780661011E-1,1.851200409E0,7.740254059E0
9.117552062E1,9.809101868E-1,1.873953094E0,7.849526825E0
9.118545363E1,1.014590149E0,1.861379242E0,7.991132355E0
9.119538662E1,1.086440735E0,1.841320953E0,8.094267883E0
9.120531862E1,1.136137390E0,1.833537140E0,8.177045746E0
9.121525163E1,1.138083344E0,1.845811615E0,8.281678162E0
9.122518463E1,1.124162292E0,1.890418854E0,8.352031860E0
9.123511762E1,1.140178986E0,1.988015900E0,8.428223419E0
9.124505063E1,1.157842255E0,2.058369598E0,8.503816223E0
9.125498263E1,1.148262177E0,2.082918549E0,8.580756226E0
9.126491562E1,1.137484589E0,2.146087189E0,8.641679535E0
9.127484863E1,1.148561554E0,2.209106140E0,8.691974945E0
9.128478162E1,1.143921204E0,2.270478516E0,8.794212341E0
9.129471462E1,1.118025055E0,2.361189880E0,8.822353821E0
9.130464662E1,1.072070618E0,2.442021790E0,8.883875885E0
9.131457963E1,1.043929138E0,2.525697784E0,9.013955383E0
9.132451262E1,1.011296997E0,2.608475647E0,9.105265503E0
9.133444563E1,9.999206543E-1,2.675087128E0,9.170529785E0
9.134437862E1,9.943821716E-1,2.714604950E0,9.311536560E0
9.135431062E1,9.595046997E-1,2.706671448E0,9.476044464E0
9.136424362E1,9.496252441E-1,2.722538452E0,9.628577271E0
9.137417663E1,9.839039612E-1,2.719095612E0,9.863887939E0
9.138410962E1,1.039588165E0,2.586920471E0,1.021520737E1
9.139404162E1,1.128952332E0,2.421364746E0,1.059646454E1
