"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.157562000E0,-9.829187766E-3,-1.954996288E-1,4.562259838E-2
9.167495000E0,-4.567442462E-2,-1.764739007E-1,3.329005837E-2
9.177427000E0,-6.505610794E-2,-1.325045675E-1,2.550377138E-2
9.187360000E0,-5.827624723E-2,-7.446803898E-2,2.283558808E-2
9.197292000E0,-2.908720262E-2,-2.423389629E-2,1.500243414E-2
9.207225000E0,7.560613099E-3,1.106312498E-2,4.832239356E-3
9.217158000E0,1.515275240E-2,1.755804382E-2,-1.919639669E-2
9.227090000E0,-3.355336562E-2,-2.770468220E-2,-6.300733984E-2
9.237023000E0,-1.368643045E-1,-1.072519645E-1,-1.204258949E-1
9.246955000E0,-2.789838910E-1,-2.074735761E-1,-1.771714836E-1
9.256888000E0,-3.906030953E-1,-2.525134981E-1,-1.913264543E-1
9.266821000E0,-4.029065371E-1,-2.081303746E-1,-1.743141115E-1
9.276753000E0,-3.393150568E-1,-1.629088372E-1,-1.708280295E-1
9.286686000E0,-2.449246049E-1,-9.649296850E-2,-1.630697548E-1
9.296618000E0,-1.431598961E-1,-1.170710661E-3,-1.308987737E-1
9.306551000E0,-6.613538414E-2,7.161949575E-2,-1.150351763E-1
9.316484000E0,-6.212067232E-2,8.404980600E-2,-1.356219500E-1
9.326416000E0,-1.443366855E-1,4.502106830E-2,-1.692516208E-1
9.336349000E0,-2.723103464E-1,-8.016051725E-3,-1.996603906E-1
9.346281000E0,-3.431597352E-1,-2.097459137E-2,-2.125961930E-1
9.356214000E0,-3.048467040E-1,-4.153800197E-3,-2.185797840E-1
9.366147000E0,-1.656745672E-1,1.271585189E-2,-2.213220447E-1
9.376079000E0,1.903031021E-2,2.031571604E-2,-2.045995295E-1
9.386012000E0,1.888032258E-1,6.621314213E-3,-1.776382029E-1
9.395944000E0,2.868126035E-1,-1.900815032E-2,-1.632259786E-1
9.405877125E0,2.931797802E-1,-2.498990297E-2,-1.639564186E-1
9.415810125E0,2.224225402E-1,-1.119840890E-4,-1.877360493E-1
9.425742125E0,1.022652909E-1,4.098593444E-2,-2.312508821E-1
9.435675125E0,-3.615490347E-2,7.140003890E-2,-2.875610292E-1
9.445607125E0,-1.709974855E-1,9.231665730E-2,-3.355451822E-1
9.455540125E0,-2.780341804E-1,1.015168130E-1,-3.637656569E-1
9.465473125E0,-3.345302343E-1,1.213222146E-1,-3.674072623E-1
9.475405125E0,-3.165293932E-1,1.570130885E-1,-3.487899005E-1
9.485338125E0,-2.340758145E-1,1.879687160E-1,-3.120086491E-1
9.495270125E0,-9.769480675E-2,1.966764480E-1,-2.613992691E-1
9.505203125E0,6.138839945E-2,1.650099903E-1,-2.190687209E-1
9.515136125E0,2.122894973E-1,1.114402413E-1,-1.882620752E-1
9.525068125E0,3.353854120E-1,5.338529870E-2,-1.826839745E-1
9.535001125E0,4.241472483E-1,6.560271606E-3,-1.831324548E-1
9.544933125E0,4.756854177E-1,-1.574024558E-2,-1.892913282E-1
9.554866125E0,4.882116020E-1,-2.034724876E-2,-1.894377917E-1
9.564799125E0,4.701291025E-1,-1.221718639E-2,-1.924415678E-1
9.574731125E0,4.264846742E-1,6.338972598E-4,-2.034899592E-1
9.584664125E0,3.634496927E-1,9.678795934E-3,-2.172076255E-1
9.594596125E0,2.821433842E-1,1.266073808E-2,-2.378852069E-1
9.604529125E0,1.952309608E-1,2.597438730E-2,-2.497396767E-1
9.614462125E0,1.091384143E-1,3.849577159E-2,-2.431755215E-1
9.624394125E0,4.406044260E-2,5.477032438E-2,-2.340922058E-1
9.634327125E0,9.499536827E-3,7.795953751E-2,-2.246382535E-1
9.644259125E0,-8.684077300E-3,8.661359549E-2,-2.216178030E-1
9.654192125E0,-1.209212467E-2,6.413358450E-2,-2.055749148E-1
9.664125125E0,-1.507716719E-3,3.424887359E-2,-1.730685085E-1
9.674057125E0,3.043423779E-2,1.411324367E-2,-1.288810819E-1
9.683990125E0,7.715167850E-2,1.427386608E-2,-8.852727711E-2
9.693922125E0,1.224304810E-1,2.929036692E-2,-5.610995367E-2
9.703855125E0,1.555992365E-1,5.004280806E-2,-2.778090350E-2
9.713788125E0,1.862096190E-1,6.119719520E-2,-7.202580455E-4
9.723720125E0,2.020700723E-1,6.483983248E-2,1.365150046E-2
9.733653125E0,1.920525879E-1,5.879312754E-2,1.206665393E-2
9.743585125E0,1.623105109E-1,3.821005672E-2,2.245783806E-2
9.753518125E0,1.260635555E-1,1.964010112E-2,4.757837206E-2
9.763451125E0,9.441661835E-2,8.471288718E-3,8.147654682E-2
9.773383125E0,7.465356588E-2,6.928785704E-3,1.192161962E-1
9.783316125E0,5.924155191E-2,1.574369147E-2,1.552019715E-1
9.793248125E0,4.673587903E-2,1.718739048E-2,1.797517836E-1
9.803181125E0,7.940277457E-3,1.742943749E-2,1.949752122E-1
9.813114125E0,-4.970650747E-2,3.446914256E-2,1.849513352E-1
9.823046125E0,-1.324619204E-1,7.094980776E-2,1.673304439E-1
9.832979125E0,-2.097172886E-1,1.334195882E-1,1.601497531E-1
9.842911125E0,-2.344704419E-1,2.548710704E-1,1.836087257E-1
9.852844125E0,-1.774806529E-1,3.783186972E-1,2.173160911E-1
9.862777125E0,-9.882307798E-2,4.146913290E-1,2.375408262E-1
9.872709125E0,-2.995319851E-2,3.997704387E-1,2.526122034E-1
9.882642125E0,2.215730026E-2,3.519342542E-1,2.530750036E-1
9.892574125E0,2.840640768E-2,2.534548342E-1,1.957800090E-1
9.902507125E0,-2.550802380E-2,1.004901826E-1,1.005774662E-1
9.912440125E0,-1.232199296E-1,-3.721761331E-2,1.008512266E-2
9.922372125E0,-2.036823928E-1,-1.082696915E-1,-1.669647358E-2
9.932305125E0,-2.103687972E-1,-8.197256923E-2,2.348423377E-2
9.942237125E0,-1.007811353E-1,1.067519840E-2,1.190737784E-1
9.952170125E0,8.088506013E-2,1.172828749E-1,2.383285314E-1
9.962103125E0,2.646675110E-1,1.738991737E-1,3.481067717E-1
9.972035125E0,3.728834689E-1,1.563018113E-1,4.190286100E-1
9.981968125E0,3.901160359E-1,9.265658259E-2,4.419122636E-1
9.991900125E0,3.289416432E-1,-1.048472337E-2,4.096509814E-1
1.000183313E1,2.173991352E-1,-1.249329299E-1,3.329910636E-1
1.001176612E1,7.838770747E-2,-2.421887219E-1,2.377348542E-1
1.002169812E1,-9.023226053E-2,-3.572494388E-1,1.424656957E-1
1.003163113E1,-2.872729003E-1,-4.357815087E-1,6.383906305E-2
1.004156313E1,-4.826267660E-1,-4.412449002E-1,2.081387211E-3
1.005149613E1,-6.298063993E-1,-3.722719550E-1,-3.518662229E-2
1.006142912E1,-6.952265501E-1,-2.614416778E-1,-5.299003422E-2
1.007136112E1,-6.750725508E-1,-1.319571733E-1,-5.363931134E-2
1.008129413E1,-5.943397284E-1,4.555122927E-3,-4.046417028E-2
1.009122613E1,-4.868556261E-1,1.275412291E-1,-7.022059057E-3
1.010115912E1,-3.882927895E-1,1.987425685E-1,4.745551944E-2
1.011109213E1,-2.903936505E-1,2.169665843E-1,1.078885049E-1
1.012102412E1,-1.960120052E-1,1.779626459E-1,1.611500531E-1
1.013095713E1,-9.287389368E-2,8.626309037E-2,1.984356344E-1
1.014088913E1,2.983765677E-3,-2.239564061E-2,2.197979391E-1
1.015082212E1,8.741289377E-2,-1.145716384E-1,2.165286392E-1
1.016075513E1,1.488556415E-1,-1.725073904E-1,1.971583515E-1
1.017068713E1,1.972178370E-1,-2.023643553E-1,1.815085411E-1
1.018062013E1,2.250636369E-1,-2.092559636E-1,1.695226729E-1
1.019055213E1,2.395339161E-1,-1.824126393E-1,1.670701653E-1
1.020048512E1,2.337467819E-1,-1.330340654E-1,1.645334214E-1
1.021041813E1,2.152204961E-1,-8.054608852E-2,1.632335335E-1
1.022035013E1,2.003070116E-1,-4.358383641E-2,1.643244624E-1
1.023028312E1,1.952938735E-1,-2.556541935E-2,1.545786262E-1
1.024021613E1,1.901576519E-1,-1.946319453E-2,1.403313428E-1
1.025014813E1,1.847421080E-1,-2.231464162E-2,1.298930794E-1
1.026008113E1,1.798056066E-1,-2.363706380E-2,1.182304323E-1
1.027001313E1,1.783544570E-1,-1.884310693E-2,1.138564572E-1
1.027994612E1,1.903117299E-1,-1.999730989E-2,1.061064973E-1
1.028987913E1,1.998325437E-1,-3.734593838E-2,8.479294926E-2
1.029981113E1,1.868795455E-1,-8.262473345E-2,6.530210376E-2
1.030974412E1,1.557860672E-1,-1.394437999E-1,6.863585114E-2
1.031967613E1,1.176692843E-1,-1.965493113E-1,8.654624224E-2
1.032960912E1,6.962585449E-2,-2.282108366E-1,9.729503095E-2
1.033954213E1,3.720037639E-2,-2.319699824E-1,1.049879044E-1
1.034947413E1,1.520426292E-2,-2.048025429E-1,1.045282409E-1
1.035940712E1,1.826806739E-2,-1.593559980E-1,9.325700998E-2
1.036933912E1,4.554016888E-2,-1.012175977E-1,7.421460748E-2
1.037927213E1,5.722287297E-2,-4.159393162E-2,4.791440070E-2
1.038920513E1,3.045757115E-2,-2.035948448E-2,2.216908894E-2
1.039913746E1,-3.358729556E-2,-6.423203647E-2,1.422293857E-2
1.040907046E1,-1.105169654E-1,-1.411510557E-1,1.474784873E-2
1.041900246E1,-1.487908661E-1,-1.815199554E-1,1.976902597E-2
1.042893546E1,-1.207637638E-1,-1.960240602E-1,3.652989492E-2
1.043886846E1,-8.311565965E-2,-2.360801101E-1,4.302123562E-2
1.044880046E1,-5.280276015E-2,-2.637679577E-1,4.635524750E-2
1.045873346E1,-2.812861465E-2,-2.266571969E-1,4.909703881E-2
1.046866546E1,-1.478218101E-2,-1.685632616E-1,2.447744831E-2
1.047859846E1,-6.056698412E-2,-1.261561215E-1,-3.330276534E-2
1.048853146E1,-1.960001737E-1,-1.125598848E-1,-9.882451594E-2
1.049846346E1,-3.744726479E-1,-1.006081700E-1,-1.435880959E-1
1.050839646E1,-5.034644604E-1,-6.820096076E-2,-1.446259320E-1
1.051832846E1,-5.175649524E-1,-7.417813875E-3,-1.155727580E-1
1.052826146E1,-3.880546391E-1,5.027583987E-2,-6.574181467E-2
1.053819446E1,-1.568482369E-1,8.594521880E-2,-9.074393660E-3
1.054812646E1,1.163374856E-1,1.001220196E-1,6.072333083E-2
1.055805946E1,3.539928198E-1,8.150434494E-2,1.268868595E-1
1.056799146E1,5.087879896E-1,4.307972640E-2,1.702854633E-1
1.057792446E1,5.644955039E-1,7.990170270E-3,1.854778975E-1
1.058785746E1,5.152922869E-1,-2.792761661E-2,1.574103087E-1
1.059778946E1,3.562274277E-1,-7.391349226E-2,9.156946093E-2
1.060772246E1,1.186135262E-1,-1.086384431E-1,1.692930982E-2
1.061765446E1,-1.412257105E-1,-1.060501635E-1,-6.630921364E-2
1.062758746E1,-3.483309746E-1,-6.169681996E-2,-1.382467747E-1
1.063752046E1,-4.664374292E-1,1.103000715E-2,-1.960799247E-1
1.064745246E1,-4.743171930E-1,8.806274086E-2,-2.257408798E-1
1.065738546E1,-3.921142220E-1,1.469517946E-1,-2.232717276E-1
1.066731746E1,-2.472188175E-1,1.963771284E-1,-1.892008483E-1
1.067725046E1,-8.274594694E-2,2.268069237E-1,-1.342862993E-1
1.068718346E1,6.520516425E-2,2.297694236E-1,-7.863689214E-2
1.069711546E1,1.685460359E-1,2.075965255E-1,-4.204528034E-2
1.070704846E1,2.323532552E-1,1.758918613E-1,-3.412717208E-2
1.071698046E1,2.551122010E-1,1.449365169E-1,-4.871242493E-2
1.072691346E1,2.606177628E-1,1.190463230E-1,-7.875102013E-2
1.073684646E1,2.485906035E-1,9.279772639E-2,-1.068520769E-1
1.074677846E1,2.206375301E-1,7.797136903E-2,-1.400523782E-1
1.075671146E1,1.821431071E-1,8.064505458E-2,-1.617192626E-1
1.076664346E1,1.301613897E-1,8.873148263E-2,-1.731863022E-1
1.077657646E1,6.016289443E-2,8.310298622E-2,-1.728574485E-1
1.078650946E1,-1.661018096E-2,8.518956602E-2,-1.696470082E-1
1.079644146E1,-7.711597532E-2,9.306654334E-2,-1.522545069E-1
1.080637446E1,-1.061995551E-1,1.000133976E-1,-1.413227618E-1
1.081630646E1,-1.087784022E-1,1.035374403E-1,-1.379626989E-1
1.082623946E1,-8.865662664E-2,1.029150560E-1,-1.425704956E-1
1.083617246E1,-5.734338611E-2,1.032625884E-1,-1.473059654E-1
1.084610446E1,-6.112158298E-3,1.058067083E-1,-1.557809412E-1
1.085603746E1,3.531650826E-2,9.099207073E-2,-1.589010954E-1
1.086597046E1,6.811066717E-2,7.368738949E-2,-1.355526298E-1
1.087590246E1,8.934885263E-2,6.734057516E-2,-8.834251761E-2
1.088583546E1,9.418594837E-2,7.819748670E-2,-2.695958503E-2
1.089576746E1,9.273378551E-2,8.781425655E-2,1.858114637E-2
1.090570046E1,7.392973453E-2,9.054133296E-2,5.847503245E-2
1.091563346E1,3.755500168E-2,8.941879123E-2,9.163527936E-2
1.092556546E1,-2.030271571E-4,8.702913672E-2,1.226405948E-1
1.093549846E1,-2.307313494E-2,7.895122468E-2,1.459351629E-1
1.094543046E1,-2.740663104E-2,7.638686895E-2,1.568700969E-1
1.095536346E1,-2.613086998E-2,6.912039965E-2,1.525039077E-1
1.096529646E1,-3.012401238E-2,4.753121734E-2,1.328175515E-1
1.097522846E1,-5.469125137E-2,4.649314657E-2,1.061528623E-1
1.098516146E1,-1.030097827E-1,7.388882339E-2,8.404409885E-2
1.099509346E1,-1.453651190E-1,1.369273365E-1,9.230636805E-2
1.100502646E1,-1.587807983E-1,2.196696252E-1,1.159312651E-1
1.101495946E1,-1.483275145E-1,2.439537942E-1,1.316412836E-1
1.102489146E1,-1.429764330E-1,2.154686302E-1,1.382877380E-1
1.103482446E1,-1.390469819E-1,1.907874942E-1,1.506188065E-1
1.104475646E1,-1.389489770E-1,1.629643887E-1,1.344140023E-1
1.105468946E1,-1.579348147E-1,8.779287338E-2,7.077250630E-2
1.106462246E1,-1.773183644E-1,-7.640698925E-3,2.174930647E-2
1.107455446E1,-1.796935499E-1,-8.829463273E-2,2.640961483E-2
1.108448746E1,-1.359202266E-1,-1.069745794E-1,8.779787272E-2
1.109441946E1,-1.452763751E-2,-4.822779074E-2,2.096572518E-1
1.110435246E1,1.823571920E-1,5.890984833E-2,3.523718119E-1
1.111428546E1,3.838958442E-1,1.361153573E-1,4.610451460E-1
1.112421746E1,5.242944956E-1,1.645177007E-1,5.069252849E-1
1.113415046E1,5.665920973E-1,1.377968937E-1,4.978487790E-1
1.114408246E1,5.095192194E-1,4.977595806E-2,4.392584562E-1
1.115401546E1,3.791340888E-1,-8.129976690E-2,3.494918048E-1
1.116394846E1,2.113163024E-1,-2.301313281E-1,2.422716171E-1
1.117388046E1,3.083052300E-2,-3.627068400E-1,1.330706030E-1
1.118381346E1,-1.420280635E-1,-4.355344474E-1,5.200051889E-2
1.119374546E1,-2.814317644E-1,-4.416932464E-1,5.120229907E-4
1.120367846E1,-3.814840615E-1,-3.823050261E-1,-2.209555171E-2
1.121361146E1,-4.279466569E-1,-2.757066190E-1,-2.607830800E-2
1.122354346E1,-4.276078939E-1,-1.638581306E-1,-8.367489092E-3
1.123347646E1,-3.872416019E-1,-6.576780975E-2,8.398814127E-3
1.124340946E1,-3.091651797E-1,1.272060536E-2,3.624429554E-2
1.125334146E1,-2.146583945E-1,6.087965518E-2,5.854587257E-2
1.126327446E1,-1.202362850E-1,7.412062585E-2,8.169513196E-2
1.127320646E1,-2.468388155E-2,7.003960013E-2,1.060283855E-1
1.128313946E1,8.083508164E-2,4.192113876E-2,1.319095194E-1
1.129307246E1,1.684210896E-1,-3.088717349E-3,1.447963417E-1
1.130300446E1,2.336845100E-1,-4.628359526E-2,1.517812759E-1
1.131293746E1,2.806085050E-1,-6.673325598E-2,1.590700299E-1
1.132286946E1,3.011276126E-1,-7.915024459E-2,1.580550969E-1
1.133280246E1,2.999032140E-1,-7.750051469E-2,1.542609781E-1
1.134273546E1,2.929198742E-1,-7.052835822E-2,1.515000761E-1
1.135266746E1,2.801759541E-1,-7.003905624E-2,1.514468491E-1
1.136260046E1,2.636883259E-1,-5.735655501E-2,1.444658935E-1
1.137253246E1,2.421605587E-1,-5.030028522E-2,1.416540891E-1
1.138246546E1,2.123283595E-1,-3.709979355E-2,1.406154484E-1
1.139239846E1,1.932896823E-1,-1.937904768E-2,1.485388726E-1
1.140232950E1,1.916473061E-1,3.005620092E-3,1.484027952E-1
1.141226250E1,2.060084641E-1,1.969411783E-2,1.528781205E-1
1.142219450E1,2.231565565E-1,9.186614305E-3,1.598270983E-1
1.143212750E1,2.197963893E-1,-2.609390207E-2,1.641508639E-1
1.144206050E1,2.079253495E-1,-7.568089664E-2,1.734032184E-1
1.145199250E1,1.836675256E-1,-1.335643381E-1,1.712509245E-1
1.146192550E1,1.444181204E-1,-1.684658676E-1,1.418120861E-1
1.147185750E1,8.218452334E-2,-1.880021989E-1,9.838719666E-2
1.148179050E1,6.099078339E-3,-1.939604878E-1,6.550408155E-2
1.149172350E1,-5.232056603E-2,-1.768247932E-1,4.798420146E-2
1.150165550E1,-9.871256351E-2,-1.473934054E-1,4.383366555E-2
1.151158850E1,-1.157161966E-1,-9.266768396E-2,5.688614398E-2
1.152152050E1,-1.023625731E-1,-1.805603318E-2,7.750193775E-2
1.153145350E1,-7.571808249E-2,6.079439074E-2,8.662490547E-2
1.154138650E1,-7.848617435E-2,1.004832089E-1,8.078406006E-2
1.155131850E1,-1.483872682E-1,6.170429662E-2,6.456100196E-2
1.156125150E1,-2.775164843E-1,-4.022606462E-2,4.124236479E-2
1.157118350E1,-3.775862157E-1,-1.248308942E-1,4.241888598E-2
1.158111650E1,-3.887030482E-1,-1.408428848E-1,6.833064556E-2
1.159104950E1,-2.956269085E-1,-1.024917364E-1,9.202639014E-2
1.160098150E1,-1.786829680E-1,-1.002112627E-1,1.080101505E-1
1.161091450E1,-8.778253943E-2,-1.016641930E-1,1.433554143E-1
1.162084750E1,-2.128207684E-2,-6.384384632E-2,1.849188358E-1
1.163077950E1,2.043428645E-2,-1.836118847E-2,1.973596811E-1
1.164071250E1,7.166684140E-3,-6.763653364E-3,1.719278246E-1
1.165064450E1,-7.140909135E-2,-1.027818769E-2,1.310011595E-1
1.166057750E1,-1.548810750E-1,2.096989192E-3,9.702881426E-2
1.167051050E1,-1.891331077E-1,1.267789584E-2,6.770885736E-2
1.168044250E1,-1.409346908E-1,1.719754562E-2,3.743377700E-2
1.169037550E1,-3.412333503E-2,9.671467356E-3,1.343880035E-2
1.170030750E1,9.035787731E-2,-1.760862209E-2,8.258032613E-4
1.171024050E1,1.894813627E-1,-1.542984601E-2,4.325024784E-4
1.172017350E1,2.505258024E-1,5.033883266E-3,-6.250388687E-4
1.173010550E1,2.642622292E-1,3.160056099E-2,-2.051640488E-2
1.174003850E1,2.120775878E-1,4.244122282E-2,-6.174480170E-2
1.174997050E1,9.082840383E-2,2.915832773E-2,-1.266484261E-1
1.175990350E1,-9.855511039E-2,6.239163689E-3,-1.950208247E-1
1.176983650E1,-3.126904070E-1,1.227958500E-2,-2.572046220E-1
1.177976850E1,-4.948804677E-1,5.720204860E-2,-2.954252362E-1
1.178970150E1,-5.902354121E-1,1.344637573E-1,-3.200899661E-1
1.179963350E1,-6.074953675E-1,2.078088224E-1,-3.271990120E-1
1.180956650E1,-5.557577610E-1,2.599022985E-1,-3.230105937E-1
1.181949950E1,-4.619178474E-1,2.931321561E-1,-3.008323312E-1
1.182943150E1,-3.445880413E-1,2.916791439E-1,-2.758062184E-1
1.183936450E1,-2.267713994E-1,2.609526813E-1,-2.614003718E-1
1.184929750E1,-1.259878576E-1,2.083355188E-1,-2.645728886E-1
1.185922950E1,-5.074210092E-2,1.461613625E-1,-2.758732140E-1
1.186916250E1,1.868613623E-2,7.885691524E-2,-2.751539648E-1
1.187909450E1,8.985672146E-2,1.895949244E-2,-2.753188014E-1
1.188902750E1,1.524454355E-1,-2.702394687E-2,-2.779053152E-1
1.189896050E1,1.984368861E-1,-3.425176814E-2,-2.775766850E-1
1.190889250E1,2.146645337E-1,-1.563340053E-2,-2.619653940E-1
1.191882550E1,1.898941994E-1,4.675067961E-3,-2.465353012E-1
1.192875750E1,1.257469654E-1,3.418390825E-2,-2.336281091E-1
1.193869050E1,4.662604630E-2,5.869271234E-2,-2.215826362E-1
1.194862350E1,-2.267126366E-2,6.688013673E-2,-2.095662206E-1
1.195855550E1,-6.348633766E-2,5.293156579E-2,-2.048729211E-1
1.196848850E1,-7.115565985E-2,2.667461336E-2,-1.955636740E-1
1.197842050E1,-4.719839245E-2,1.880550757E-2,-1.919700056E-1
1.198835350E1,8.086116053E-3,1.233224664E-2,-1.842288971E-1
1.199828650E1,9.027446061E-2,1.860372350E-2,-1.675745547E-1
1.200821850E1,1.822407544E-1,1.899665222E-2,-1.366995126E-1
1.201815150E1,2.664187253E-1,1.177762076E-2,-9.451878071E-2
1.202808350E1,3.145303726E-1,2.031376958E-2,-5.469653010E-2
1.203801650E1,3.309301138E-1,4.143157229E-2,-4.063716903E-2
1.204794950E1,3.040980697E-1,7.467334718E-2,-5.489673465E-2
1.205788150E1,2.393856496E-1,1.004391611E-1,-7.730137557E-2
1.206781450E1,1.548444927E-1,1.195713952E-1,-8.986985683E-2
1.207774650E1,8.060037345E-2,1.289510578E-1,-8.288252354E-2
1.208767950E1,3.038848937E-2,1.305782348E-1,-6.161084399E-2
1.209761250E1,7.035229821E-3,1.113347635E-1,-4.413731024E-2
1.210754450E1,-1.348331105E-2,7.358794659E-2,-3.540437669E-2
1.211747750E1,-4.896087572E-2,3.223491088E-2,-2.983224764E-2
1.212740950E1,-8.476142585E-2,1.754676178E-2,-2.807999216E-2
1.213734250E1,-1.087421253E-1,5.160193145E-2,-1.443821751E-2
1.214727550E1,-9.073044360E-2,1.516213119E-1,1.293013152E-2
1.215720750E1,-2.869982645E-2,2.541729808E-1,5.369966477E-2
1.216714050E1,2.155978419E-2,3.160341680E-1,9.172475338E-2
1.217707350E1,2.946404554E-2,3.607372046E-1,1.234629825E-1
1.218700550E1,9.435806423E-3,3.425894678E-1,1.172878146E-1
1.219693850E1,-6.385305524E-2,2.166853547E-1,5.563323572E-2
1.220687050E1,-1.674053818E-1,-3.099785186E-3,-3.849942982E-2
1.221680350E1,-2.608328164E-1,-2.337897271E-1,-9.639282525E-2
1.222673650E1,-3.152628839E-1,-3.659441769E-1,-9.356568754E-2
1.223666850E1,-2.929109633E-1,-3.358909190E-1,-4.361090809E-2
1.224660150E1,-1.822334975E-1,-1.809118092E-1,4.583493620E-2
1.225653350E1,-2.689743415E-2,-1.087058056E-2,1.268807799E-1
1.226646650E1,9.538070112E-2,6.800002605E-2,1.768618673E-1
1.227639950E1,1.418363452E-1,4.894111305E-2,1.924530715E-1
1.228633150E1,1.111479476E-1,-4.693541676E-2,1.753865033E-1
1.229626450E1,1.753536053E-4,-1.816357076E-1,1.123449355E-1
1.230619650E1,-1.640222371E-1,-2.902775407E-1,2.956503443E-2
1.231612950E1,-3.386073411E-1,-3.435713947E-1,-4.134589061E-2
1.232606250E1,-4.678701460E-1,-3.197039962E-1,-8.205571771E-2
1.233599450E1,-5.076097846E-1,-2.304257751E-1,-8.813890815E-2
1.234592750E1,-4.643800259E-1,-1.028874218E-1,-7.655426115E-2
1.235586050E1,-3.637887239E-1,2.399196848E-2,-3.808303922E-2
1.236579250E1,-2.456647307E-1,1.174473092E-1,1.661402732E-2
1.237572550E1,-1.569902450E-1,1.562527716E-1,7.770534605E-2
1.238565750E1,-1.107844561E-1,1.465851516E-1,1.321761459E-1
1.239559050E1,-8.249742538E-2,1.048651412E-1,1.682910174E-1
1.240552788E1,-7.291925699E-2,3.655240312E-2,1.843749732E-1
1.241545988E1,-5.027919263E-2,-2.941702493E-2,1.986074299E-1
1.242539287E1,1.431977749E-2,-6.329117715E-2,2.104896605E-1
1.243532487E1,1.284870952E-1,-6.898661703E-2,2.247407585E-1
1.244525788E1,2.634917796E-1,-6.144397333E-2,2.296210080E-1
1.245519087E1,3.810005784E-1,-6.015180796E-2,2.310529947E-1
1.246512288E1,4.584717453E-1,-7.043267041E-2,2.416803837E-1
1.247505587E1,5.016674399E-1,-9.352093935E-2,2.525772452E-1
1.248498787E1,5.121385455E-1,-1.163670868E-1,2.551275194E-1
1.249492088E1,5.059408545E-1,-1.394092888E-1,2.445902079E-1
1.250485387E1,4.890441597E-1,-1.533918381E-1,2.247983962E-1
1.251478587E1,4.576497376E-1,-1.699058115E-1,2.034587562E-1
1.252471888E1,4.001447260E-1,-1.724162549E-1,1.865172088E-1
1.253465087E1,3.179715574E-1,-1.529069990E-1,1.639815420E-1
1.254458388E1,2.300837636E-1,-9.317553043E-2,1.373203695E-1
1.255451687E1,1.408526897E-1,-2.207100019E-2,1.064764410E-1
1.256444887E1,6.015506387E-2,1.876864396E-2,6.072353944E-2
1.257438188E1,-2.371746674E-2,-3.354767337E-3,1.613503136E-2
1.258431388E1,-1.067181304E-1,-8.414801210E-2,-2.403197065E-2
1.259424687E1,-1.862638146E-1,-1.741825789E-1,-5.872257426E-2
1.260417987E1,-2.469597012E-1,-2.463496178E-1,-8.839542419E-2
1.261411187E1,-2.817389965E-1,-2.957549691E-1,-9.821130335E-2
1.262404488E1,-2.892628610E-1,-3.008367717E-1,-8.977063000E-2
1.263397787E1,-2.526609004E-1,-2.473847419E-1,-4.969405010E-2
1.264390987E1,-1.784961075E-1,-1.852993816E-1,-2.570840996E-3
1.265384288E1,-9.036811441E-2,-9.548028558E-2,3.843358159E-2
1.266377488E1,-2.170811221E-2,-4.183458164E-3,6.515932828E-2
1.267370788E1,-1.113616023E-2,3.364674374E-2,6.761609763E-2
1.268364087E1,-6.778188795E-2,1.686594076E-2,4.277224094E-2
1.269357287E1,-1.963574439E-1,-6.449869275E-2,-8.460318670E-3
1.270350588E1,-3.432409763E-1,-1.626649201E-1,-3.726245463E-2
1.271343788E1,-4.474464655E-1,-2.229769826E-1,-2.169707604E-2
1.272337087E1,-4.969747066E-1,-2.481246293E-1,-1.696001156E-3
1.273330388E1,-4.848046005E-1,-2.092046589E-1,1.855547354E-2
1.274323587E1,-4.245623648E-1,-1.164893508E-1,3.845658526E-2
1.275316888E1,-3.589559197E-1,1.076953392E-2,3.693964705E-2
1.276310088E1,-3.348547220E-1,1.154098213E-1,3.481507301E-4
1.277303387E1,-3.705112636E-1,1.532480270E-1,-5.241546035E-2
1.278296688E1,-4.263086319E-1,1.412758082E-1,-1.064805165E-1
1.279289888E1,-4.236406684E-1,1.086664796E-1,-1.412363648E-1
1.280283188E1,-3.110822737E-1,7.999403775E-2,-1.596005112E-1
1.281276388E1,-1.078119949E-1,5.592998490E-2,-1.502552032E-1
1.282269687E1,1.215451956E-1,3.223937005E-2,-1.283747405E-1
1.283262988E1,2.851487696E-1,-1.781048253E-2,-1.134109721E-1
1.284256188E1,3.015512228E-1,-9.240312874E-2,-1.270179749E-1
1.285249487E1,1.814149618E-1,-1.228198931E-1,-1.455389261E-1
1.286242788E1,-1.084252540E-2,-9.036686271E-2,-1.708865762E-1
1.287235988E1,-2.065374553E-1,-7.201937493E-3,-2.143016905E-1
1.288229288E1,-3.778023720E-1,8.411251009E-2,-2.583987117E-1
1.289222488E1,-4.834896326E-1,1.569382548E-1,-2.727600634E-1
1.290215787E1,-5.211876631E-1,1.949444115E-1,-2.495667934E-1
1.291209088E1,-4.849774241E-1,1.967026293E-1,-1.998178661E-1
1.292202288E1,-3.788332343E-1,1.798220128E-1,-1.378406733E-1
1.293195587E1,-2.185873538E-1,1.566479951E-1,-8.738896251E-2
1.294188788E1,-4.119163752E-2,1.243246198E-1,-7.231312990E-2
1.295182087E1,1.136024743E-1,8.807154745E-2,-1.007634178E-1
