"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.565909413E1,4.850279689E-1,-1.645197272E-1,1.370002925E-1
8.566902712E1,2.697591186E-1,-1.601002514E-1,6.957164407E-2
8.567895912E1,1.397439511E-3,-9.641367197E-2,-7.142338436E-4
8.568889213E1,-2.603597939E-1,-4.148468748E-2,-6.586939842E-2
8.569882513E1,-4.376362860E-1,1.572400704E-2,-1.096855849E-1
8.570875812E1,-5.038707256E-1,8.903825283E-2,-1.399412453E-1
8.571869012E1,-4.813148379E-1,1.699275076E-1,-1.472697407E-1
8.572862313E1,-4.036800563E-1,2.316019088E-1,-1.331349313E-1
8.573855612E1,-2.999262214E-1,2.702787220E-1,-9.646771848E-2
8.574848913E1,-1.863706261E-1,2.827262580E-1,-5.272072554E-2
8.575842212E1,-7.966894656E-2,2.722262144E-1,-1.032187045E-2
8.576835413E1,9.088429622E-3,2.390528619E-1,6.075598067E-4
8.577828712E1,7.496890426E-2,1.996082366E-1,-9.898611344E-3
8.578822013E1,1.306936890E-1,1.525728256E-1,-2.188203670E-2
8.579815312E1,1.714243442E-1,1.162393168E-1,-3.155303746E-2
8.580808613E1,1.744555384E-1,9.831386060E-2,-3.797601163E-2
8.581801813E1,1.422414035E-1,9.601182491E-2,-2.539630234E-2
8.582795113E1,9.323947877E-2,1.071180180E-1,1.220917795E-2
8.583788412E1,3.938503191E-2,1.092469469E-1,6.512991339E-2
8.584781713E1,-1.378780138E-2,1.048644707E-1,1.179974303E-1
8.585775012E1,-5.138204992E-2,8.228538930E-2,1.652589440E-1
8.586768212E1,-5.337181687E-2,4.352586716E-2,2.105096281E-1
8.587761513E1,-2.387091517E-2,6.535889581E-3,2.498730272E-1
8.588754812E1,3.612192348E-2,-1.408923417E-4,2.604128122E-1
8.589748112E1,9.887132794E-2,1.637629792E-2,2.507913411E-1
8.590741312E1,1.432726532E-1,3.419748694E-2,2.337578535E-1
8.591734613E1,1.477179974E-1,4.762434214E-2,2.225307673E-1
8.592727912E1,1.234452799E-1,5.570285767E-2,2.137646526E-1
8.593721213E1,7.532755286E-2,5.503520370E-2,1.995465606E-1
8.594714512E1,2.388682961E-2,6.566668302E-2,1.774571389E-1
8.595707713E1,-2.085134760E-2,8.526328951E-2,1.564802080E-1
8.596701012E1,-5.078024417E-2,9.989491105E-2,1.488482654E-1
8.597694313E1,-6.805111468E-2,1.046028435E-1,1.568625122E-1
8.598687612E1,-7.361555845E-2,1.086480767E-1,1.775203049E-1
8.599680913E1,-6.332297623E-2,9.935524315E-2,2.168480009E-1
8.600674113E1,-4.399048910E-2,8.247489482E-2,2.653798759E-1
8.601667412E1,-2.433449589E-2,7.267872244E-2,3.034811914E-1
8.602660712E1,-1.288702153E-2,7.574095577E-2,3.362413943E-1
8.603654013E1,-3.991529811E-3,8.751612157E-2,3.682895899E-1
8.604647312E1,3.155341372E-3,1.104346812E-1,3.969045281E-1
8.605640512E1,1.377123408E-2,1.361797154E-1,4.079526663E-1
8.606633813E1,3.367160913E-3,1.409502476E-1,4.005525410E-1
8.607627112E1,-1.584728062E-2,1.306621879E-1,3.950113058E-1
8.608620413E1,-3.412264958E-2,1.207482368E-1,4.070136547E-1
8.609613612E1,-5.588227138E-2,1.207628697E-1,4.262043834E-1
8.610606913E1,-5.975322053E-2,1.354260594E-1,4.673600793E-1
8.611600212E1,-3.915253095E-3,1.853504777E-1,5.354233384E-1
8.612593513E1,1.180693433E-1,2.610776126E-1,6.058726311E-1
8.613586812E1,2.547294497E-1,2.672851682E-1,6.452413201E-1
8.614580012E1,3.396063149E-1,2.055119872E-1,6.495356560E-1
8.615573312E1,3.461648822E-1,1.259519160E-1,6.259132028E-1
8.616566613E1,2.690047920E-1,3.173603863E-2,5.582185388E-1
8.617559912E1,1.172437668E-1,-8.743482828E-2,4.574357569E-1
8.618553213E1,-7.701350749E-2,-1.940679848E-1,3.603744507E-1
8.619546413E1,-2.491679788E-1,-2.313692868E-1,3.030536473E-1
8.620539712E1,-3.547316194E-1,-2.114270777E-1,3.001409173E-1
8.621533013E1,-3.449287713E-1,-1.011551693E-1,3.520565927E-1
8.622526313E1,-2.307026088E-1,5.611600727E-2,4.502006471E-1
8.623519513E1,-2.965311892E-2,1.276418567E-1,5.836764574E-1
8.624512812E1,2.073392272E-1,1.644095778E-1,7.395909429E-1
8.625506113E1,3.946861923E-1,1.316276640E-1,8.380485773E-1
8.626499412E1,4.768562317E-1,-1.335724909E-2,8.537678123E-1
8.627492713E1,4.451558292E-1,-2.191471606E-1,7.840340137E-1
8.628485913E1,3.498181105E-1,-3.679249287E-1,6.719809771E-1
8.629479213E1,1.949979067E-1,-4.248742163E-1,5.265316367E-1
8.630472512E1,-7.664614357E-3,-4.546480775E-1,3.842918277E-1
8.631465813E1,-2.024053335E-1,-4.454151392E-1,3.094322383E-1
8.632459112E1,-3.468236029E-1,-3.775953054E-1,2.934478521E-1
8.633452312E1,-4.135901332E-1,-2.686618865E-1,3.081375957E-1
8.634445613E1,-4.038759172E-1,-1.374432445E-1,3.467741311E-1
8.635438913E1,-3.264617920E-1,-7.662345190E-3,3.999939561E-1
8.636432212E1,-2.081074864E-1,8.860933036E-2,4.592623413E-1
8.637425513E1,-7.706344128E-2,1.650015712E-1,5.227131844E-1
8.638418713E1,2.619817294E-2,2.087191790E-1,5.628376007E-1
8.639412012E1,9.416922927E-2,1.945338547E-1,5.691623688E-1
8.640405313E1,1.340751946E-1,1.447302997E-1,5.428017378E-1
8.641398613E1,1.585192829E-1,1.013367623E-1,4.915148318E-1
8.642391912E1,1.850208342E-1,8.426096290E-2,4.419899881E-1
8.643385112E1,2.210004032E-1,9.033802897E-2,4.030295610E-1
8.644378413E1,2.592778802E-1,1.026227176E-1,3.800338507E-1
8.645371712E1,2.964385748E-1,1.112718657E-1,3.762313724E-1
8.646365013E1,3.169685602E-1,1.095808521E-1,3.875775635E-1
8.647358246E1,3.234150112E-1,8.357082307E-2,3.996890783E-1
8.648351546E1,3.106471598E-1,5.503145605E-2,3.990151584E-1
8.649344846E1,2.874129415E-1,2.495504543E-2,3.921471238E-1
8.650338146E1,2.604370415E-1,3.234931268E-3,3.734858334E-1
8.651331446E1,2.386883497E-1,1.005049329E-2,3.418277800E-1
8.652324646E1,2.372070849E-1,2.520874329E-2,3.016488850E-1
8.653317946E1,2.389194965E-1,3.332952410E-2,2.657433450E-1
8.654311246E1,2.412744910E-1,3.194350377E-2,2.429088205E-1
8.655304546E1,2.378078550E-1,9.034192190E-3,2.420057356E-1
8.656297846E1,2.163876146E-1,-2.990180813E-2,2.464426607E-1
8.657291046E1,1.820477545E-1,-6.612426043E-2,2.493801266E-1
8.658284346E1,1.343412101E-1,-9.186331183E-2,2.438379824E-1
8.659277646E1,9.120120108E-2,-1.001489386E-1,2.305200398E-1
8.660270946E1,6.711849570E-2,-7.946009934E-2,2.179985940E-1
8.661264146E1,6.777895987E-2,-4.655808210E-2,1.982054561E-1
8.662257446E1,8.282057941E-2,-3.485416062E-3,1.864615381E-1
8.663250746E1,1.053514555E-1,2.515554987E-2,1.804350615E-1
8.664244046E1,1.275998354E-1,3.591741249E-2,1.796492338E-1
8.665237346E1,1.394442469E-1,2.613029629E-2,1.846232265E-1
8.666230546E1,1.422114968E-1,3.077327274E-3,1.812119186E-1
8.667223846E1,1.350257546E-1,-3.200275823E-3,1.694404781E-1
8.668217146E1,1.176869795E-1,1.771778986E-2,1.541296989E-1
8.669210446E1,8.084933460E-2,4.432143643E-2,1.346979439E-1
8.670203746E1,2.385302633E-2,8.264852315E-2,1.257247478E-1
8.671196946E1,-3.552854061E-2,1.155662611E-1,1.259617656E-1
8.672190246E1,-1.040279865E-1,1.217011288E-1,1.265705973E-1
8.673183546E1,-1.626657397E-1,1.197189316E-1,1.325169057E-1
8.674176846E1,-1.924373955E-1,1.076321378E-1,1.431060582E-1
8.675170146E1,-1.935849488E-1,7.509709895E-2,1.613172889E-1
8.676163346E1,-1.612060517E-1,3.029710799E-2,1.984445900E-1
8.677156646E1,-8.739041537E-2,-1.604899764E-3,2.576075196E-1
8.678149946E1,1.427932084E-2,-3.040590882E-2,3.222962618E-1
8.679143246E1,8.723102510E-2,-8.713097125E-2,3.501654267E-1
8.680136546E1,1.021177322E-1,-1.309741437E-1,3.437065184E-1
8.681129746E1,8.815078437E-2,-1.161975861E-1,3.280095756E-1
8.682123046E1,6.217605248E-2,-4.176870733E-2,3.001300395E-1
8.683116346E1,1.438242942E-2,3.503966145E-3,2.470966578E-1
8.684109646E1,-7.991681248E-2,2.519303374E-2,1.947405487E-1
8.685102946E1,-2.441502213E-1,4.550176859E-2,1.659616381E-1
8.686096146E1,-4.548487067E-1,7.359057665E-2,1.611562371E-1
8.687089446E1,-6.378888488E-1,1.121374369E-1,1.844402552E-1
8.688082746E1,-7.331894636E-1,1.767112613E-1,2.187710404E-1
8.689076046E1,-7.043974996E-1,2.421467304E-1,2.530318201E-1
8.690069246E1,-5.649933219E-1,2.709886730E-1,2.884507477E-1
8.691062546E1,-3.387942910E-1,2.604388297E-1,3.208414614E-1
8.692055846E1,-9.443801641E-2,2.129896581E-1,3.427183330E-1
8.693049146E1,1.002196148E-1,1.328279674E-1,3.519022167E-1
8.694042446E1,2.101601511E-1,3.946418315E-2,3.545176387E-1
8.695035646E1,2.300696820E-1,-3.657678887E-2,3.433877528E-1
8.696028946E1,1.541784555E-1,-8.755925298E-2,2.983165085E-1
8.697022246E1,1.577663794E-2,-9.533594549E-2,2.505226135E-1
8.698015546E1,-1.369569749E-1,-4.409685731E-2,2.094131261E-1
8.699008846E1,-2.466238290E-1,3.648240492E-2,1.795186102E-1
8.700002046E1,-2.793812454E-1,1.213881671E-1,1.510542929E-1
8.700995346E1,-2.383480668E-1,2.044287324E-1,1.315580904E-1
8.701988646E1,-1.487620622E-1,2.827368081E-1,1.348054707E-1
8.702981946E1,-3.407516330E-2,3.347201347E-1,1.637998372E-1
8.703975246E1,8.398704976E-2,3.378784657E-1,2.043471783E-1
8.704968446E1,1.875733584E-1,2.879582942E-1,2.340701818E-1
8.705961746E1,2.711338401E-1,2.106669098E-1,2.413240075E-1
8.706955046E1,3.358009756E-1,1.407331079E-1,2.206546813E-1
8.707948346E1,3.691124916E-1,1.209714487E-1,1.765454412E-1
8.708941646E1,3.633230329E-1,1.459702700E-1,1.209181324E-1
8.709934846E1,3.229523599E-1,1.899936944E-1,7.037785649E-2
8.710928146E1,2.730556428E-1,2.442508042E-1,4.961691424E-2
8.711921446E1,2.341533154E-1,2.909325063E-1,5.151269212E-2
8.712914746E1,2.199251205E-1,3.132545948E-1,6.807355583E-2
8.713908046E1,2.229495198E-1,2.981794477E-1,9.135926515E-2
8.714901246E1,2.387977242E-1,2.558157444E-1,1.226777732E-1
8.715894546E1,2.527485192E-1,1.874057055E-1,1.620653421E-1
8.716887846E1,2.515501082E-1,1.180836260E-1,1.946914643E-1
8.717881146E1,2.383088619E-1,7.279369980E-2,2.176683545E-1
8.718874346E1,2.152147293E-1,6.453710049E-2,2.236721814E-1
8.719867646E1,1.989938319E-1,9.534201026E-2,2.190218866E-1
8.720860946E1,1.797351688E-1,1.451345980E-1,2.059628069E-1
8.721854246E1,1.597269773E-1,1.905338466E-1,1.791812032E-1
8.722847546E1,1.394358128E-1,2.171441615E-1,1.602575779E-1
8.723840746E1,1.171005294E-1,2.080000639E-1,1.481984258E-1
8.724834046E1,9.316110611E-2,1.839165688E-1,1.497419924E-1
8.725827346E1,7.620634139E-2,1.634423882E-1,1.504411548E-1
8.726820646E1,6.413342804E-2,1.616759151E-1,1.581936181E-1
8.727813946E1,6.390029937E-2,1.664187312E-1,1.705807298E-1
8.728807146E1,6.519060582E-2,1.696874797E-1,1.816445738E-1
8.729800446E1,7.994902134E-2,1.760531068E-1,1.961773336E-1
8.730793746E1,9.261527658E-2,1.714141518E-1,2.089972496E-1
8.731787046E1,1.098607033E-1,1.684581786E-1,2.099811733E-1
8.732780346E1,1.249083653E-1,1.590726674E-1,2.015136480E-1
8.733773546E1,1.241055503E-1,1.402524561E-1,1.879682392E-1
8.734766846E1,1.079713181E-1,1.211690381E-1,1.789845973E-1
8.735760146E1,8.204138279E-2,1.095205471E-1,1.823172420E-1
8.736753446E1,6.223678216E-2,1.110470742E-1,1.991742551E-1
8.737746746E1,5.585534498E-2,1.151275560E-1,2.160011381E-1
8.738739946E1,6.287330389E-2,1.225923970E-1,2.267091721E-1
8.739733246E1,8.376510441E-2,1.246739253E-1,2.254244834E-1
8.740726546E1,1.042141914E-1,1.224941388E-1,2.125481069E-1
8.741719846E1,1.190827787E-1,1.261946410E-1,1.876408011E-1
8.742713146E1,1.165993810E-1,1.416505575E-1,1.534066647E-1
8.743706346E1,9.790433943E-2,1.604646295E-1,1.237310022E-1
8.744699646E1,7.148578763E-2,1.818916351E-1,1.059935465E-1
8.745692946E1,3.724019229E-2,2.059269845E-1,9.586282074E-2
8.746686246E1,1.650455594E-2,2.150736153E-1,9.929430485E-2
8.747679362E1,1.404663827E-2,2.188697159E-1,1.334220469E-1
8.748672663E1,5.584495142E-2,2.184793055E-1,1.946457177E-1
8.749665963E1,1.473323405E-1,2.099532783E-1,2.631928325E-1
8.750659262E1,2.597611547E-1,1.469050795E-1,3.104048073E-1
8.751652563E1,3.510829508E-1,5.226957053E-2,3.433095515E-1
8.752645763E1,4.023147225E-1,-2.807133831E-2,3.548282385E-1
8.753639062E1,3.887175024E-1,-9.519800544E-2,3.263100088E-1
8.754632363E1,2.988688350E-1,-1.608531922E-1,2.500032485E-1
8.755625663E1,1.482431144E-1,-2.168524712E-1,1.717062294E-1
8.756618962E1,-3.665403649E-2,-2.371633351E-1,1.340600550E-1
8.757612162E1,-2.234559357E-1,-2.174127847E-1,1.313421130E-1
8.758605463E1,-3.944103420E-1,-1.453686953E-1,1.455439478E-1
8.759598762E1,-5.253267288E-1,-3.223160654E-2,1.918178648E-1
8.760592063E1,-5.792725086E-1,9.792932868E-2,2.773151696E-1
8.761585363E1,-5.220195055E-1,2.101110667E-1,3.848733008E-1
8.762578563E1,-3.568238914E-1,3.101082146E-1,4.884401560E-1
8.763571862E1,-1.213759333E-1,3.069229722E-1,5.650740862E-1
8.764565163E1,1.160917506E-1,2.298644036E-1,5.920159817E-1
8.765558462E1,2.768709064E-1,8.736371994E-2,5.642887950E-1
8.766551763E1,3.161109686E-1,-1.148844510E-1,5.054092407E-1
8.767544963E1,2.392909825E-1,-2.984231114E-1,4.426089823E-1
8.768538263E1,9.281819314E-2,-3.779869080E-1,3.624851406E-1
8.769531562E1,-7.928535342E-2,-3.582326174E-1,2.753008306E-1
8.770524863E1,-2.500621676E-1,-3.150763512E-1,2.112848163E-1
8.771518162E1,-3.673203588E-1,-2.453493774E-1,1.935917735E-1
8.772511362E1,-4.213455021E-1,-1.657847762E-1,2.130560279E-1
8.773504663E1,-4.115943611E-1,-9.252487123E-2,2.633151710E-1
8.774497963E1,-3.471802175E-1,-2.184031159E-2,3.115194440E-1
8.775491262E1,-2.603819072E-1,5.894952267E-2,3.531830311E-1
8.776484462E1,-1.902012080E-1,1.282556355E-1,3.774971664E-1
8.777477763E1,-1.567726135E-1,1.680635214E-1,3.869762421E-1
8.778471062E1,-1.514161974E-1,1.659542918E-1,3.831940293E-1
8.779464363E1,-1.624120474E-1,1.319145858E-1,3.711214662E-1
8.780457662E1,-1.600679308E-1,9.587191045E-2,3.446491063E-1
8.781450863E1,-1.356566399E-1,6.710632890E-2,3.236775696E-1
8.782444162E1,-7.047948986E-2,4.092213139E-2,3.127671182E-1
8.783437463E1,1.565827988E-2,1.784658991E-2,3.101227283E-1
8.784430762E1,1.054267883E-1,2.984287217E-3,3.152014017E-1
8.785424063E1,1.587118506E-1,-1.062752493E-2,3.281082511E-1
8.786417263E1,1.744069308E-1,-3.220738471E-2,3.468888700E-1
8.787410563E1,1.608095914E-1,-5.324696004E-2,3.605461717E-1
8.788403862E1,1.244457364E-1,-6.356430799E-2,3.576334715E-1
8.789397163E1,7.874372602E-2,-6.637306511E-2,3.335510194E-1
8.790390462E1,3.829643875E-2,-5.020527542E-2,3.067438900E-1
8.791383662E1,1.626219973E-2,-2.377964184E-2,2.720939815E-1
8.792376963E1,2.243327536E-2,7.866700180E-3,2.369769961E-1
8.793370262E1,5.131245404E-2,3.496724367E-2,2.114315182E-1
8.794363562E1,9.787223488E-2,3.260155767E-2,1.981846839E-1
8.795356863E1,1.462146193E-1,1.406460628E-2,2.036177814E-1
8.796350063E1,1.794503331E-1,-1.847282983E-2,2.134488374E-1
8.797343362E1,1.886697561E-1,-5.090197921E-2,2.175990641E-1
8.798336663E1,1.954954267E-1,-6.641408801E-2,2.127837986E-1
8.799329962E1,1.928716749E-1,-6.965662539E-2,1.886538267E-1
8.800323263E1,1.825772226E-1,-6.690131873E-2,1.594445407E-1
8.801316462E1,1.687991768E-1,-7.305838168E-2,1.336624324E-1
8.802309763E1,1.446017027E-1,-9.291357547E-2,1.160362959E-1
8.803303062E1,1.252695769E-1,-1.097526997E-1,1.024593785E-1
8.804296363E1,9.757083654E-2,-1.296063066E-1,9.620042145E-2
8.805289563E1,6.601434946E-2,-1.441240609E-1,8.318618685E-2
8.806282862E1,2.495346963E-2,-1.535231471E-1,6.320182234E-2
8.807276162E1,-1.484287716E-2,-1.425183415E-1,3.491375595E-2
8.808269463E1,-5.595942214E-2,-1.250855476E-1,8.266963065E-3
8.809262762E1,-8.774898946E-2,-9.924677759E-2,-1.801664382E-2
8.810256063E1,-1.160352156E-1,-7.981475443E-2,-4.249988496E-2
8.811249263E1,-1.271827519E-1,-6.099928916E-2,-5.750634894E-2
8.812242562E1,-1.350942105E-1,-4.463203624E-2,-5.350814760E-2
8.813235863E1,-1.427103579E-1,-2.829325013E-2,-4.136060923E-2
8.814229163E1,-1.475202888E-1,-1.266155951E-2,-2.361942828E-2
8.815222363E1,-1.454346478E-1,-2.142521925E-2,-5.937129026E-4
8.816215662E1,-1.448839158E-1,-6.667472422E-2,3.411872685E-2
8.817208963E1,-1.536266357E-1,-1.415834129E-1,6.999950111E-2
8.818202262E1,-1.519304663E-1,-2.127020657E-1,1.145999953E-1
8.819195563E1,-1.216878518E-1,-2.522856295E-1,1.605093479E-1
8.820188763E1,-6.955061853E-2,-2.745312750E-1,1.880882382E-1
8.821182063E1,-2.923462167E-2,-2.901158929E-1,1.958780438E-1
8.822175362E1,-7.121063769E-3,-2.665029764E-1,2.091464549E-1
8.823168663E1,1.249010116E-2,-1.877332032E-1,2.129095495E-1
8.824161962E1,7.107586600E-3,-9.641022235E-2,1.863405257E-1
8.825155162E1,-4.825175926E-2,-5.260465294E-2,1.396642327E-1
8.826148463E1,-1.825738847E-1,-5.951742083E-2,9.117739648E-2
8.827141763E1,-3.850203753E-1,-8.770389855E-2,4.608679190E-2
8.828135062E1,-6.078377366E-1,-1.183472946E-1,2.129782550E-2
8.829128363E1,-7.880901694E-1,-1.577866524E-1,1.452574879E-2
8.830121563E1,-8.611132503E-1,-1.754908115E-1,1.930132881E-2
8.831114862E1,-8.169274330E-1,-1.425788105E-1,4.584625736E-2
8.832108163E1,-6.680926681E-1,-9.676763415E-2,8.700594306E-2
8.833101463E1,-4.319956005E-1,-2.583874390E-2,1.208164766E-1
8.834094762E1,-1.533831358E-1,5.295327678E-2,1.381613910E-1
8.835087962E1,9.941624850E-2,7.272810489E-2,1.339686662E-1
8.836081263E1,2.535890639E-1,2.080178820E-2,1.008440107E-1
8.837074562E1,2.706146538E-1,-5.993101001E-2,4.147028923E-2
8.838067863E1,1.581184566E-1,-1.041613221E-1,-2.528051287E-2
8.839061163E1,-2.604362369E-2,-6.415992975E-2,-8.608579636E-2
8.840054363E1,-2.175496668E-1,3.399353474E-2,-1.340131015E-1
8.841047662E1,-3.558394015E-1,1.472240388E-1,-1.692456752E-1
8.842040963E1,-3.933481574E-1,2.358516455E-1,-1.777265072E-1
8.843034262E1,-3.320774138E-1,2.730319798E-1,-1.608679891E-1
8.844027462E1,-1.917954236E-1,2.714594007E-1,-1.364436001E-1
8.845020763E1,3.158698091E-3,2.323440611E-1,-1.210944578E-1
8.846014063E1,2.001154274E-1,1.808992475E-1,-1.330800056E-1
8.847007362E1,3.385170996E-1,1.162458211E-1,-1.887772083E-1
8.848000758E1,3.779188395E-1,3.822772205E-2,-2.782900333E-1
8.848993958E1,3.295690715E-1,-9.967860766E-3,-3.718780577E-1
8.849987258E1,2.089971304E-1,-2.288791910E-2,-4.456766546E-1
8.850980558E1,6.371836364E-2,-5.581113975E-3,-4.763818383E-1
8.851973858E1,-4.695195705E-2,4.333769158E-2,-4.614934325E-1
8.852967158E1,-1.026601791E-1,1.359211355E-1,-4.191002548E-1
8.853960358E1,-1.034593955E-1,2.401245087E-1,-3.691598773E-1
8.854953658E1,-6.827611476E-2,2.913758457E-1,-3.123166859E-1
8.855946958E1,-1.163413748E-2,2.617223263E-1,-2.519958317E-1
8.856940258E1,4.891949147E-2,1.716181487E-1,-1.943081617E-1
8.857933558E1,1.137935668E-1,5.962983146E-2,-1.420007497E-1
8.858926758E1,1.740713120E-1,-2.931458130E-2,-1.029984280E-1
8.859920058E1,2.305380553E-1,-6.105440110E-2,-9.204058349E-2
8.860913358E1,2.721840739E-1,-2.001443692E-2,-1.096375808E-1
8.861906658E1,2.930997312E-1,4.843838885E-2,-1.322606057E-1
8.862899958E1,2.940138280E-1,1.086522266E-1,-1.354797482E-1
8.863893158E1,2.761985958E-1,1.305487454E-1,-1.229652837E-1
8.864886458E1,2.342698276E-1,1.196719632E-1,-1.013693810E-1
8.865879758E1,1.912669539E-1,9.837067127E-2,-9.130822122E-2
8.866873058E1,1.530416757E-1,9.397200495E-2,-1.017369330E-1
8.867866358E1,1.258609146E-1,1.133299917E-1,-1.311640590E-1
8.868859558E1,1.130150035E-1,1.357985437E-1,-1.509201676E-1
8.869852858E1,1.169492900E-1,1.515319645E-1,-1.443669349E-1
8.870846158E1,1.266325712E-1,1.355508566E-1,-1.197974458E-1
8.871839458E1,1.384455562E-1,1.124522090E-1,-9.008935094E-2
8.872832658E1,1.373723298E-1,8.922930062E-2,-6.224108487E-2
8.873825958E1,1.311754137E-1,9.134411812E-2,-4.692791402E-2
8.874819258E1,1.200293452E-1,1.133579090E-1,-4.041539505E-2
8.875812558E1,9.979438782E-2,1.313406229E-1,-4.071073979E-2
8.876805858E1,7.450846583E-2,1.308147162E-1,-2.916546166E-2
8.877799158E1,5.847356841E-2,1.034672633E-1,-8.707324974E-3
8.878792358E1,5.551977828E-2,6.025877222E-2,1.935192198E-2
8.879785658E1,6.458891183E-2,2.201151848E-2,3.531730548E-2
8.880778958E1,7.793554664E-2,1.472787652E-2,3.074522503E-2
8.881772258E1,8.388504386E-2,3.334204108E-2,1.386904158E-2
8.882765458E1,7.629956305E-2,8.243767917E-2,-1.161554642E-2
8.883758758E1,4.768256843E-2,1.427478939E-1,-3.357517347E-2
8.884752058E1,3.137031943E-2,2.208502889E-1,-3.035264090E-2
8.885745358E1,7.151640952E-2,3.219577074E-1,-7.039594930E-3
8.886738658E1,1.479280144E-1,3.708527982E-1,2.395019494E-2
8.887731858E1,1.931727231E-1,3.084661067E-1,4.883956537E-2
8.888725158E1,1.878803074E-1,2.165991962E-1,6.508852541E-2
8.889718458E1,1.454859674E-1,1.522159576E-1,4.685865343E-2
8.890711758E1,6.251929700E-2,9.847716987E-2,-2.068340592E-2
8.891705058E1,-7.226753980E-2,9.089764208E-3,-1.037505940E-1
8.892698258E1,-2.250718772E-1,-6.935516745E-2,-1.397640407E-1
8.893691558E1,-3.592541814E-1,-1.158065498E-1,-1.288211048E-1
8.894684858E1,-4.417390525E-1,-9.255818278E-2,-8.907517046E-2
8.895678158E1,-4.541530907E-1,-2.486616373E-3,-2.362958714E-2
8.896671458E1,-3.764507174E-1,1.402515024E-1,6.889012456E-2
8.897664658E1,-2.188842446E-1,2.807822526E-1,1.791833341E-1
8.898657958E1,-3.861819208E-2,3.439556658E-1,2.664225399E-1
8.899651258E1,1.083880290E-1,2.913920581E-1,2.989746332E-1
8.900644558E1,1.776314378E-1,1.415928602E-1,2.929972410E-1
8.901637858E1,1.720110923E-1,-2.952962741E-2,2.600499690E-1
8.902631058E1,9.926800430E-2,-1.985597014E-1,2.219951451E-1
8.903624358E1,-3.046682850E-2,-3.262007236E-1,1.887242794E-1
8.904617658E1,-1.776723117E-1,-3.985911012E-1,1.830169857E-1
8.905610958E1,-3.004746735E-1,-4.037293792E-1,2.050687671E-1
8.906604258E1,-3.851815462E-1,-3.591879010E-1,2.425715178E-1
8.907597458E1,-4.176401496E-1,-2.830491960E-1,2.826944292E-1
8.908590758E1,-4.272074401E-1,-1.849373430E-1,3.147797585E-1
8.909584058E1,-4.234851301E-1,-8.742196858E-2,3.245263994E-1
8.910577358E1,-4.175034165E-1,-6.204275414E-3,3.096275330E-1
8.911570658E1,-4.055285156E-1,4.314170405E-2,2.787250280E-1
8.912563858E1,-3.689764738E-1,7.716017962E-2,2.425959557E-1
8.913557158E1,-3.047620654E-1,8.175306022E-2,2.089029700E-1
8.914550458E1,-1.938748956E-1,5.407699943E-2,2.003481835E-1
8.915543758E1,-4.285341874E-2,-1.697321422E-3,2.143846303E-1
8.916537058E1,1.255597472E-1,-6.611927599E-2,2.323894501E-1
8.917530258E1,2.780696750E-1,-1.111381501E-1,2.459880859E-1
8.918523558E1,3.794498146E-1,-1.291948557E-1,2.448218316E-1
8.919516858E1,4.152552187E-1,-1.297602504E-1,2.350150049E-1
8.920510158E1,3.923346102E-1,-1.037986875E-1,2.102148086E-1
8.921503358E1,3.164161444E-1,-7.814233005E-2,1.767061204E-1
8.922496658E1,2.195629030E-1,-6.695050001E-2,1.347551644E-1
8.923489958E1,1.317281276E-1,-5.056060851E-2,9.230623394E-2
8.924483258E1,7.688998431E-2,-3.013886511E-2,5.046427250E-2
8.925476558E1,5.896024778E-2,-1.649708860E-2,1.285458170E-2
8.926469758E1,7.322414964E-2,-1.395848952E-2,-1.329453290E-2
8.927463058E1,1.053663716E-1,-1.755535416E-2,-2.267658338E-2
8.928456358E1,1.388616264E-1,-2.015088685E-2,-2.809294872E-2
8.929449658E1,1.673997939E-1,-3.393354267E-2,-2.844608389E-2
8.930442958E1,1.836328357E-1,-4.338164255E-2,-3.217743710E-2
8.931436158E1,1.891964376E-1,-4.805202782E-2,-4.133231938E-2
8.932429458E1,1.881745011E-1,-5.319621786E-2,-4.958580807E-2
8.933422758E1,1.732735783E-1,-6.500387937E-2,-6.963115931E-2
8.934416058E1,1.386609077E-1,-7.951378822E-2,-9.361621737E-2
8.935409358E1,9.567535669E-2,-8.831419796E-2,-1.232292354E-1
8.936402558E1,5.093048140E-2,-8.631500602E-2,-1.452273577E-1
8.937395858E1,1.774296723E-2,-8.159908652E-2,-1.591026932E-1
8.938389158E1,-6.574896164E-3,-6.514534354E-2,-1.647431850E-1
8.939382458E1,-1.109241601E-2,-2.906830050E-2,-1.589974165E-1
8.940375758E1,1.610561390E-3,6.135044619E-3,-1.552807242E-1
8.941368958E1,2.523386478E-2,1.868679002E-2,-1.505850405E-1
8.942362258E1,3.502167389E-2,-1.313479897E-2,-1.486617476E-1
8.943355558E1,1.796971820E-2,-5.473443866E-2,-1.331847906E-1
8.944348858E1,-1.317355689E-2,-8.193697035E-2,-1.191462502E-1
8.945342158E1,-6.431503594E-2,-9.669567645E-2,-1.103682071E-1
8.946335358E1,-1.263979524E-1,-8.895553648E-2,-1.129857972E-1
8.947328646E1,-1.702977717E-1,-6.255961210E-2,-1.013184860E-1
8.948321946E1,-1.625705361E-1,-3.789165989E-2,-6.402655691E-2
8.949315246E1,-1.042821929E-1,-5.216487125E-2,-1.156201772E-2
