"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.615667596E1,1.070450783E1,-2.101269531E1,-3.544226074E1
4.616660896E1,1.040273476E1,-2.098128510E1,-3.572329712E1
4.617654196E1,1.052519035E1,-2.093387604E1,-3.558206177E1
4.618647496E1,1.052111626E1,-2.101052094E1,-3.560720825E1
4.619640696E1,1.077164650E1,-2.081036377E1,-3.521435547E1
4.620633996E1,1.050007820E1,-2.094583893E1,-3.540341187E1
4.621627296E1,1.073053169E1,-2.109978485E1,-3.514108276E1
4.622620496E1,1.050065804E1,-2.067838287E1,-3.581106567E1
4.623613796E1,1.099419785E1,-2.043896484E1,-3.567401123E1
4.624607096E1,1.078975105E1,-2.082766724E1,-3.536526489E1
4.625600296E1,1.101982117E1,-2.079862213E1,-3.565499878E1
4.626593596E1,1.114649773E1,-2.084066010E1,-3.597424316E1
4.627586896E1,1.119037819E1,-2.076423645E1,-3.570632935E1
4.628580096E1,1.109777832E1,-2.067733002E1,-3.565380859E1
4.629573396E1,1.138041115E1,-2.080740356E1,-3.478872681E1
4.630566696E1,1.126760483E1,-2.083637238E1,-3.488067627E1
4.631559896E1,1.161157799E1,-2.076412964E1,-3.496740723E1
4.632553196E1,1.144584274E1,-2.088209534E1,-3.519244385E1
4.633546496E1,1.147803307E1,-2.112522125E1,-3.466207886E1
4.634539696E1,1.141394806E1,-2.108731842E1,-3.497198486E1
4.635532996E1,1.138957405E1,-2.082152557E1,-3.487402344E1
4.636526296E1,1.109929085E1,-2.103265381E1,-3.523114014E1
4.637519496E1,1.094544601E1,-2.087963867E1,-3.487847900E1
4.638512796E1,1.038489723E1,-2.064739227E1,-3.558673096E1
4.639506096E1,1.019519997E1,-2.053634644E1,-3.529229736E1
4.640499396E1,1.015390396E1,-2.060375977E1,-3.552752686E1
4.641492596E1,1.019305229E1,-2.060457611E1,-3.507623291E1
4.642485896E1,1.010402870E1,-2.081629181E1,-3.538363647E1
4.643479433E1,1.015826988E1,-2.120906067E1,-3.521316528E1
4.644472733E1,1.004586029E1,-2.154310608E1,-3.533337402E1
4.645466033E1,9.935718536E0,-2.153818512E1,-3.471334839E1
4.646459333E1,9.841495514E0,-2.202870941E1,-3.491619873E1
4.647452533E1,9.553916931E0,-2.195915222E1,-3.476132202E1
4.648445833E1,9.330698013E0,-2.176461029E1,-3.520324707E1
4.649439133E1,9.014188766E0,-2.143600464E1,-3.482174683E1
4.650432333E1,8.833166122E0,-2.152762604E1,-3.489721680E1
4.651425633E1,8.651231766E0,-2.125405121E1,-3.495953369E1
4.652418933E1,8.910316467E0,-2.129015350E1,-3.558862305E1
4.653412133E1,8.878726959E0,-2.131222534E1,-3.538375854E1
4.654405433E1,8.774658203E0,-2.125226593E1,-3.545980835E1
4.655398733E1,8.463624954E0,-2.137955475E1,-3.507980347E1
4.656391933E1,8.686241150E0,-2.115630341E1,-3.578720093E1
4.657385233E1,8.602037430E0,-2.091797638E1,-3.513076782E1
4.658378533E1,8.512760162E0,-2.101361084E1,-3.596688843E1
4.659371733E1,8.563261032E0,-2.114594269E1,-3.534979248E1
4.660365033E1,8.626144409E0,-2.115256500E1,-3.551733398E1
4.661358333E1,8.180505753E0,-2.135381317E1,-3.483767700E1
4.662351533E1,8.294948578E0,-2.157222748E1,-3.523214722E1
4.663344833E1,8.223621368E0,-2.167351532E1,-3.477532959E1
4.664338133E1,8.404951096E0,-2.183679962E1,-3.544253540E1
4.665331333E1,8.161172867E0,-2.186763000E1,-3.482476807E1
4.666324633E1,8.177808762E0,-2.205207062E1,-3.517938232E1
4.667317933E1,8.158473969E0,-2.195820618E1,-3.490246582E1
4.668311233E1,8.181373596E0,-2.214048767E1,-3.507391357E1
4.669304433E1,8.010103226E0,-2.234049225E1,-3.427484131E1
4.670297733E1,7.953323364E0,-2.219782257E1,-3.459793091E1
4.671291033E1,8.087224960E0,-2.214511108E1,-3.413330078E1
4.672284233E1,7.939022064E0,-2.229445648E1,-3.449807739E1
4.673277533E1,7.744541168E0,-2.250632477E1,-3.417120361E1
4.674270833E1,7.782947540E0,-2.228146362E1,-3.413977051E1
4.675264033E1,7.767625809E0,-2.216953278E1,-3.327450562E1
4.676257333E1,7.655775070E0,-2.253054810E1,-3.393722534E1
4.677250633E1,7.723428726E0,-2.245369720E1,-3.335296631E1
4.678243833E1,7.637039185E0,-2.255754852E1,-3.382635498E1
4.679237133E1,7.504974365E0,-2.271911621E1,-3.343887329E1
4.680230433E1,7.518789291E0,-2.278533173E1,-3.389810181E1
4.681223633E1,7.330404282E0,-2.274954987E1,-3.343621826E1
4.682216933E1,7.326990128E0,-2.288249969E1,-3.380175781E1
4.683210233E1,7.284046173E0,-2.296927643E1,-3.352236938E1
4.684203433E1,7.316755295E0,-2.285637665E1,-3.366555786E1
4.685196733E1,7.049976349E0,-2.278214264E1,-3.330450439E1
4.686190033E1,7.039598465E0,-2.258232880E1,-3.388262939E1
4.687183333E1,6.911319733E0,-2.248078918E1,-3.303695679E1
4.688176533E1,6.911319733E0,-2.248078918E1,-3.303695679E1
4.689169833E1,6.790527344E0,-2.257275391E1,-3.369448853E1
4.690163133E1,6.447313309E0,-2.247708893E1,-3.355999756E1
4.691156333E1,6.375972748E0,-2.224269104E1,-3.399121094E1
4.692149633E1,6.117229462E0,-2.236184692E1,-3.341525269E1
4.693142933E1,6.242118835E0,-2.228089905E1,-3.384844971E1
4.694136133E1,5.892272949E0,-2.232503510E1,-3.339889526E1
4.695129433E1,5.741159439E0,-2.231344604E1,-3.397717285E1
4.696122733E1,5.560258865E0,-2.229826355E1,-3.388577271E1
4.697115933E1,5.328517914E0,-2.248699188E1,-3.465618896E1
4.698109233E1,5.185680389E0,-2.227156830E1,-3.384381104E1
4.699102533E1,4.955886841E0,-2.207792664E1,-3.476434326E1
4.700095733E1,5.110868454E0,-2.206176758E1,-3.436621094E1
4.701089033E1,4.922258377E0,-2.197062683E1,-3.458190918E1
4.702082333E1,4.712055206E0,-2.175752258E1,-3.437329102E1
4.703075533E1,4.643671036E0,-2.175936127E1,-3.493011475E1
4.704068833E1,4.523059845E0,-2.186750793E1,-3.434408569E1
4.705062133E1,4.472305298E0,-2.195623779E1,-3.486260986E1
4.706055333E1,4.347869873E0,-2.164548492E1,-3.422027588E1
4.707048633E1,4.560148239E0,-2.181080627E1,-3.481356812E1
4.708041933E1,4.293609619E0,-2.187726593E1,-3.459231567E1
4.709035233E1,4.341985703E0,-2.195399475E1,-3.483114624E1
4.710028433E1,4.021047592E0,-2.208285522E1,-3.458410645E1
4.711021733E1,4.178251266E0,-2.209204865E1,-3.474957275E1
4.712015033E1,4.005491257E0,-2.173232269E1,-3.443133545E1
4.713008233E1,3.941925049E0,-2.145109558E1,-3.497546387E1
4.714001533E1,3.758094788E0,-2.158769226E1,-3.468630981E1
4.714994833E1,3.883596420E0,-2.151233673E1,-3.518951416E1
4.715988033E1,3.863971710E0,-2.114681244E1,-3.489916992E1
4.716981333E1,3.929809570E0,-2.152635956E1,-3.516641235E1
4.717974633E1,3.827501297E0,-2.158509064E1,-3.514236450E1
4.718967833E1,3.988298416E0,-2.167277527E1,-3.571243286E1
4.719961133E1,3.799850464E0,-2.201296997E1,-3.499819946E1
4.720954433E1,3.834625244E0,-2.245108795E1,-3.548480225E1
4.721947633E1,3.768524170E0,-2.248873901E1,-3.484793091E1
4.722940933E1,3.882930756E0,-2.254513550E1,-3.545327759E1
4.723934233E1,3.631294250E0,-2.252598572E1,-3.480270386E1
4.724927433E1,3.812053680E0,-2.275714874E1,-3.512884521E1
4.725920733E1,3.818841934E0,-2.285860443E1,-3.449221802E1
4.726914033E1,3.960891724E0,-2.300823212E1,-3.490756226E1
4.727907333E1,3.945190430E0,-2.299962616E1,-3.424435425E1
4.728900533E1,3.883237839E0,-2.295333099E1,-3.429565430E1
4.729893833E1,3.645822525E0,-2.331810760E1,-3.421792603E1
4.730887133E1,3.861413956E0,-2.319164276E1,-3.455361938E1
4.731880333E1,3.735094070E0,-2.341434479E1,-3.456811523E1
4.732873633E1,3.724117279E0,-2.344760895E1,-3.520254517E1
4.733866933E1,3.696149826E0,-2.357266998E1,-3.455688477E1
4.734860133E1,3.945402145E0,-2.371625519E1,-3.495526123E1
4.735853433E1,3.768243790E0,-2.376549530E1,-3.439141846E1
4.736846733E1,3.960834503E0,-2.384996796E1,-3.476681519E1
4.737839933E1,3.694019318E0,-2.405680084E1,-3.423275757E1
4.738833233E1,4.059284210E0,-2.427194977E1,-3.464031982E1
4.739826533E1,3.870550156E0,-2.437897491E1,-3.431469727E1
4.740819733E1,4.187957764E0,-2.428347015E1,-3.469998169E1
4.741813033E1,4.038644791E0,-2.460979462E1,-3.417941284E1
4.742806333E1,4.182342529E0,-2.437761688E1,-3.429830933E1
4.743799558E1,4.122627258E0,-2.450734711E1,-3.411907959E1
4.744792858E1,4.218372345E0,-2.456554413E1,-3.533859253E1
4.745786158E1,4.057233810E0,-2.432059479E1,-3.500360107E1
4.746779358E1,4.172405243E0,-2.457828522E1,-3.529345703E1
4.747772658E1,4.095882416E0,-2.441283417E1,-3.458032227E1
4.748765958E1,4.154336929E0,-2.432321930E1,-3.480264282E1
4.749759158E1,4.305414200E0,-2.433032990E1,-3.483764648E1
4.750752458E1,4.731410980E0,-2.453261566E1,-3.523910522E1
4.751745758E1,4.757455826E0,-2.467247772E1,-3.476333618E1
4.752739058E1,4.933650970E0,-2.489246368E1,-3.517996216E1
4.753732258E1,4.580768585E0,-2.487406158E1,-3.466397095E1
4.754725558E1,4.847286224E0,-2.498525238E1,-3.516882324E1
4.755718858E1,4.562105179E0,-2.507001495E1,-3.478945923E1
4.756712058E1,4.725194931E0,-2.518718719E1,-3.501226807E1
4.757705358E1,4.761930466E0,-2.511966705E1,-3.457354736E1
4.758698658E1,4.829858780E0,-2.559358978E1,-3.491668701E1
4.759691858E1,4.723722458E0,-2.570360565E1,-3.444827271E1
4.760685158E1,4.913766861E0,-2.582234955E1,-3.496838379E1
4.761678458E1,5.127403259E0,-2.588532257E1,-3.399600220E1
4.762671658E1,5.184745789E0,-2.614772797E1,-3.447210693E1
4.763664958E1,5.051342010E0,-2.615793610E1,-3.418118286E1
4.764658258E1,4.801156998E0,-2.643910980E1,-3.447644043E1
4.765651458E1,4.476505280E0,-2.604347992E1,-3.406961060E1
4.766644758E1,4.284780502E0,-2.616974640E1,-3.429187012E1
4.767638058E1,4.277610779E0,-2.635323334E1,-3.444464111E1
4.768631258E1,4.410110474E0,-2.611084747E1,-3.505673218E1
4.769624558E1,4.406187057E0,-2.590946198E1,-3.486645508E1
4.770617858E1,4.466266632E0,-2.585561371E1,-3.526776123E1
4.771611058E1,4.425674438E0,-2.603199005E1,-3.475231934E1
4.772604358E1,4.558397293E0,-2.598889923E1,-3.547991943E1
4.773597658E1,4.756998062E0,-2.597216034E1,-3.535653687E1
4.774590958E1,4.824262619E0,-2.588649750E1,-3.528363037E1
4.775584158E1,4.775596619E0,-2.589289093E1,-3.469186401E1
4.776577458E1,4.978668213E0,-2.605365753E1,-3.516067505E1
4.777570758E1,4.908473969E0,-2.604099274E1,-3.493969727E1
4.778563958E1,5.040458679E0,-2.621781158E1,-3.525280762E1
4.779557258E1,4.955228806E0,-2.615926361E1,-3.475454712E1
4.780550558E1,4.782447815E0,-2.604500580E1,-3.531124878E1
4.781543758E1,4.976863861E0,-2.618340302E1,-3.503112793E1
4.782537058E1,5.154115677E0,-2.640805817E1,-3.534579468E1
4.783530358E1,5.036151886E0,-2.642031097E1,-3.518161011E1
4.784523558E1,5.253843307E0,-2.631340790E1,-3.564624023E1
4.785516858E1,5.133590698E0,-2.658960724E1,-3.475473022E1
4.786510158E1,5.180688858E0,-2.667749786E1,-3.474465942E1
4.787503358E1,5.180688858E0,-2.667749786E1,-3.474465942E1
4.788496658E1,5.184497833E0,-2.671092987E1,-3.459771729E1
4.789489958E1,5.295408249E0,-2.685041046E1,-3.480026245E1
4.790483158E1,5.242156982E0,-2.673053741E1,-3.428533936E1
4.791476458E1,5.229293823E0,-2.696973419E1,-3.476339722E1
4.792469758E1,4.936828613E0,-2.721184540E1,-3.433593750E1
4.793462958E1,5.241926193E0,-2.724979401E1,-3.461270142E1
4.794456258E1,5.310541153E0,-2.751723480E1,-3.418661499E1
4.795449558E1,5.333005905E0,-2.741738129E1,-3.433660889E1
4.796442858E1,5.141798019E0,-2.734970856E1,-3.388305664E1
4.797436058E1,5.452682495E0,-2.775934601E1,-3.432455444E1
4.798429358E1,5.298490524E0,-2.757057953E1,-3.385665894E1
4.799422658E1,5.290443420E0,-2.759699249E1,-3.417388916E1
4.800415858E1,5.159856796E0,-2.757814789E1,-3.403890991E1
4.801409158E1,5.433959961E0,-2.756255341E1,-3.418667603E1
4.802402458E1,5.489812851E0,-2.747347260E1,-3.403274536E1
4.803395658E1,5.726932526E0,-2.737808990E1,-3.404812622E1
4.804388958E1,5.448295593E0,-2.740265656E1,-3.369210815E1
4.805382258E1,6.036592484E0,-2.728496552E1,-3.408920288E1
4.806375458E1,6.155124664E0,-2.728656769E1,-3.355459595E1
4.807368758E1,6.287321091E0,-2.701560211E1,-3.418856812E1
4.808362058E1,6.047079086E0,-2.717787933E1,-3.411383057E1
4.809355258E1,6.185649872E0,-2.695136261E1,-3.462701416E1
4.810348558E1,6.068410873E0,-2.680930328E1,-3.422521973E1
4.811341858E1,6.465887070E0,-2.671562958E1,-3.455795288E1
4.812335058E1,6.224876404E0,-2.669162750E1,-3.421820068E1
4.813328358E1,6.821218491E0,-2.666457367E1,-3.489410400E1
4.814321658E1,6.395595551E0,-2.651648712E1,-3.430825806E1
4.815314858E1,6.486753464E0,-2.637731171E1,-3.465356445E1
4.816308158E1,6.423120499E0,-2.604042816E1,-3.428140259E1
4.817301458E1,7.014123917E0,-2.582678986E1,-3.542416382E1
4.818294658E1,6.438970566E0,-2.612657928E1,-3.508108521E1
4.819287958E1,6.435415268E0,-2.586017609E1,-3.593847656E1
4.820281258E1,6.106836319E0,-2.560649872E1,-3.561380005E1
4.821274558E1,6.440254211E0,-2.555168915E1,-3.639721680E1
4.822267758E1,6.057071686E0,-2.569295502E1,-3.573696899E1
4.823261058E1,6.523286819E0,-2.578296661E1,-3.615698242E1
4.824254358E1,6.160739899E0,-2.587525177E1,-3.567535400E1
4.825247558E1,6.518297195E0,-2.598749542E1,-3.591461182E1
4.826240858E1,6.184808731E0,-2.593602753E1,-3.526370239E1
4.827234158E1,6.677774429E0,-2.622290802E1,-3.564645386E1
4.828227358E1,6.601264954E0,-2.591321564E1,-3.542709351E1
4.829220658E1,7.108957291E0,-2.603429413E1,-3.603894043E1
4.830213958E1,6.741437912E0,-2.623047638E1,-3.562811279E1
4.831207158E1,6.716720581E0,-2.597846222E1,-3.620825195E1
4.832200458E1,7.012845993E0,-2.599283600E1,-3.590765381E1
4.833193758E1,7.558162689E0,-2.605771637E1,-3.633972168E1
4.834186958E1,7.156999588E0,-2.618653107E1,-3.572225952E1
4.835180258E1,7.588132858E0,-2.633538055E1,-3.622137451E1
4.836173558E1,7.291685104E0,-2.659806061E1,-3.562915039E1
4.837166758E1,7.896766663E0,-2.646262360E1,-3.601342773E1
4.838160058E1,7.479940414E0,-2.659506989E1,-3.538821411E1
4.839153358E1,8.091510773E0,-2.693056488E1,-3.550177002E1
4.840146658E1,7.770105362E0,-2.717240143E1,-3.474365234E1
4.841139858E1,8.034938812E0,-2.734381866E1,-3.545501709E1
4.842133158E1,7.811651230E0,-2.716623688E1,-3.507647705E1
4.843126458E1,8.495311737E0,-2.720041656E1,-3.541271973E1
4.844119296E1,8.002801895E0,-2.690583038E1,-3.473602295E1
4.845112596E1,8.937232971E0,-2.708637238E1,-3.517547607E1
4.846105896E1,8.155540466E0,-2.723619843E1,-3.481698608E1
4.847099096E1,8.646903992E0,-2.724878693E1,-3.508227539E1
4.848092396E1,8.473253250E0,-2.736547089E1,-3.526101685E1
4.849085696E1,8.832777023E0,-2.725672150E1,-3.566146851E1
4.850078896E1,8.571041107E0,-2.725867462E1,-3.512951660E1
4.851072196E1,9.089210510E0,-2.747252655E1,-3.532080078E1
4.852065496E1,8.739452362E0,-2.743111420E1,-3.487493896E1
4.853058696E1,9.388395309E0,-2.776052094E1,-3.523602295E1
4.854051996E1,8.672903061E0,-2.766876984E1,-3.485855103E1
4.855045296E1,9.432474136E0,-2.764292145E1,-3.546319580E1
4.856038496E1,8.927217484E0,-2.798596954E1,-3.480966187E1
4.857031796E1,9.613752365E0,-2.792653656E1,-3.506030273E1
4.858025096E1,9.301498413E0,-2.790860748E1,-3.467480469E1
4.859018396E1,1.000757408E1,-2.783882904E1,-3.502731323E1
4.860011596E1,9.449092865E0,-2.783678436E1,-3.465542603E1
4.861004896E1,1.014406967E1,-2.799732208E1,-3.518969727E1
4.861998196E1,9.195817947E0,-2.790947723E1,-3.472866821E1
4.862991396E1,9.637746811E0,-2.792028046E1,-3.511099243E1
4.863984696E1,9.324209213E0,-2.801120758E1,-3.530096436E1
4.864977996E1,9.931838989E0,-2.792607880E1,-3.581118774E1
4.865971196E1,9.030021667E0,-2.805527496E1,-3.526522827E1
4.866964496E1,9.609956741E0,-2.793900299E1,-3.577368164E1
4.867957796E1,9.093931198E0,-2.787772369E1,-3.506362915E1
4.868950996E1,9.897848129E0,-2.783110809E1,-3.597647095E1
4.869944296E1,9.122312546E0,-2.793795013E1,-3.549359131E1
4.870937596E1,9.876735687E0,-2.802530670E1,-3.555361938E1
4.871930796E1,9.269750595E0,-2.788286591E1,-3.521530151E1
4.872924096E1,9.717287064E0,-2.814173126E1,-3.559756470E1
4.873917396E1,9.334207535E0,-2.814833832E1,-3.518109131E1
4.874910596E1,9.546087265E0,-2.823834991E1,-3.569461060E1
4.875903896E1,9.114339828E0,-2.805435944E1,-3.528616333E1
4.876897196E1,9.597309113E0,-2.798679352E1,-3.596585083E1
4.877890396E1,8.620069504E0,-2.812549591E1,-3.571081543E1
4.878883696E1,9.294479370E0,-2.833321381E1,-3.616207886E1
4.879876996E1,8.751371384E0,-2.801340485E1,-3.539886475E1
4.880870196E1,9.180280685E0,-2.812442780E1,-3.613854980E1
4.881863496E1,8.444540024E0,-2.788738251E1,-3.540356445E1
4.882856796E1,8.954210281E0,-2.824175262E1,-3.576214600E1
4.883850096E1,8.422039032E0,-2.814601898E1,-3.581774902E1
4.884843296E1,8.998336792E0,-2.874271393E1,-3.662561035E1
4.885836596E1,8.160028458E0,-2.835411835E1,-3.583544922E1
4.886829896E1,8.160028458E0,-2.835411835E1,-3.583544922E1
4.887823096E1,8.584541321E0,-2.864414215E1,-3.602770996E1
4.888816396E1,7.571920395E0,-2.827051544E1,-3.562466431E1
4.889809696E1,7.980257034E0,-2.829373932E1,-3.630438232E1
4.890802896E1,7.209255219E0,-2.808644867E1,-3.642047119E1
4.891796196E1,7.926620483E0,-2.793918610E1,-3.728317261E1
4.892789496E1,7.313203812E0,-2.751117706E1,-3.634390259E1
4.893782696E1,7.832941055E0,-2.749703217E1,-3.680142212E1
4.894775996E1,7.169412613E0,-2.731719208E1,-3.692532349E1
4.895769296E1,7.871921539E0,-2.753171539E1,-3.708499146E1
4.896762496E1,7.223352432E0,-2.753908539E1,-3.673669434E1
4.897755796E1,7.839778900E0,-2.747385406E1,-3.704418945E1
4.898749096E1,7.117979050E0,-2.717400360E1,-3.688601685E1
4.899742296E1,7.497350693E0,-2.747348785E1,-3.749395752E1
4.900735596E1,6.793849945E0,-2.720703888E1,-3.763305664E1
4.901728896E1,7.422990799E0,-2.712804413E1,-3.787701416E1
4.902722196E1,6.722537994E0,-2.701139069E1,-3.724496460E1
4.903715396E1,7.067388535E0,-2.713594818E1,-3.752093506E1
4.904708696E1,6.366289139E0,-2.723011017E1,-3.729135132E1
4.905701996E1,6.882871628E0,-2.752231598E1,-3.758688354E1
4.906695196E1,6.199396133E0,-2.762616730E1,-3.694558716E1
4.907688496E1,6.708475113E0,-2.758718109E1,-3.750674438E1
4.908681796E1,5.901575089E0,-2.730359650E1,-3.736544800E1
4.909674996E1,6.296285629E0,-2.766954803E1,-3.779031372E1
4.910668296E1,5.549514771E0,-2.791471100E1,-3.717129517E1
4.911661596E1,5.999326706E0,-2.808168793E1,-3.758312988E1
4.912654796E1,5.402208328E0,-2.786534882E1,-3.718545532E1
4.913648096E1,6.015747070E0,-2.838674164E1,-3.742874146E1
4.914641396E1,5.146404266E0,-2.801354218E1,-3.674731445E1
4.915634596E1,5.698261261E0,-2.835399628E1,-3.732315063E1
4.916627896E1,5.051950455E0,-2.807457733E1,-3.677816772E1
4.917621196E1,5.858892441E0,-2.839899445E1,-3.719070435E1
4.918614396E1,5.087833405E0,-2.815425873E1,-3.686633301E1
4.919607696E1,5.736837387E0,-2.846309662E1,-3.724551392E1
4.920600996E1,4.802518845E0,-2.818939972E1,-3.692846680E1
4.921594196E1,5.204988480E0,-2.839636993E1,-3.698721313E1
4.922587496E1,4.690763474E0,-2.837801361E1,-3.716729736E1
4.923580796E1,5.455425262E0,-2.858870697E1,-3.740310669E1
4.924574096E1,4.661088943E0,-2.843247223E1,-3.698431396E1
4.925567296E1,5.226957321E0,-2.859883881E1,-3.717431641E1
4.926560596E1,4.627065659E0,-2.831250763E1,-3.695846558E1
4.927553896E1,4.953184128E0,-2.823810577E1,-3.742242432E1
4.928547096E1,4.474853516E0,-2.796038055E1,-3.740979004E1
4.929540396E1,5.044292450E0,-2.816814423E1,-3.777270508E1
4.930533696E1,4.468177795E0,-2.783559418E1,-3.710476685E1
4.931526896E1,5.225345612E0,-2.801058197E1,-3.721228027E1
4.932520196E1,4.423025131E0,-2.790785980E1,-3.726812744E1
4.933513496E1,4.971578598E0,-2.807006073E1,-3.768154907E1
4.934506696E1,4.238910675E0,-2.793321991E1,-3.781683350E1
4.935499996E1,4.983560562E0,-2.785825348E1,-3.793875122E1
4.936493296E1,4.308580399E0,-2.785099030E1,-3.766162109E1
4.937486496E1,4.722181320E0,-2.781035614E1,-3.809997559E1
4.938479796E1,3.683958054E0,-2.734563446E1,-3.814749146E1
4.939473096E1,4.194496155E0,-2.765090179E1,-3.795489502E1
4.940466296E1,3.160840988E0,-2.749584198E1,-3.754248047E1
4.941459596E1,3.829847336E0,-2.769814301E1,-3.769293213E1
4.942452896E1,2.919254303E0,-2.793338776E1,-3.766622925E1
4.943446196E1,3.362403870E0,-2.823894501E1,-3.784399414E1
4.944439733E1,2.561281204E0,-2.811301422E1,-3.773342896E1
4.945433033E1,2.907531738E0,-2.814887238E1,-3.768362427E1
4.946426333E1,2.185293198E0,-2.812216949E1,-3.754107666E1
4.947419533E1,2.559015274E0,-2.818424225E1,-3.786611938E1
4.948412833E1,1.856723785E0,-2.764936066E1,-3.836346436E1
4.949406133E1,2.370861053E0,-2.761525726E1,-3.828833008E1
4.950399333E1,1.758996964E0,-2.717938995E1,-3.859933472E1
4.951392633E1,2.268947601E0,-2.732553864E1,-3.865069580E1
4.952385933E1,1.644878387E0,-2.738555145E1,-3.849002075E1
4.953379133E1,2.019197464E0,-2.740631866E1,-3.849609375E1
4.954372433E1,1.555885315E0,-2.738771820E1,-3.876025391E1
4.955365733E1,1.979852676E0,-2.740828705E1,-3.863766479E1
4.956358933E1,1.350753784E0,-2.725420380E1,-3.877996826E1
4.957352233E1,1.538799286E0,-2.745136261E1,-3.844906616E1
4.958345533E1,9.543113708E-1,-2.731587982E1,-3.885061646E1
4.959338733E1,1.504726410E0,-2.748162079E1,-3.896636963E1
4.960332033E1,9.772434235E-1,-2.715084076E1,-3.900961304E1
4.961325333E1,1.913618088E0,-2.731661224E1,-3.935818481E1
4.962318633E1,1.668802261E0,-2.697167206E1,-3.977304077E1
4.963311833E1,2.073337555E0,-2.666750336E1,-3.958392334E1
4.964305133E1,1.707775116E0,-2.681690216E1,-4.001962280E1
4.965298433E1,2.438325882E0,-2.696839142E1,-3.965780640E1
4.966291633E1,1.993919373E0,-2.717922211E1,-3.928274536E1
4.967284933E1,2.575645447E0,-2.735704803E1,-3.937850952E1
4.968278233E1,2.054986954E0,-2.735956573E1,-3.959634399E1
4.969271433E1,2.422080994E0,-2.777754974E1,-3.927670288E1
4.970264733E1,1.647724152E0,-2.796106720E1,-3.943191528E1
4.971258033E1,2.327816010E0,-2.780965424E1,-3.922583008E1
4.972251233E1,2.210512161E0,-2.792087555E1,-3.918774414E1
4.973244533E1,2.558519363E0,-2.812796783E1,-3.920715332E1
4.974237833E1,2.165624619E0,-2.807379913E1,-3.935327148E1
4.975231033E1,2.458908081E0,-2.809423065E1,-3.863403320E1
4.976224333E1,1.884580612E0,-2.844359589E1,-3.886288452E1
4.977217633E1,2.176296234E0,-2.830695343E1,-3.909588623E1
4.978210833E1,1.774280548E0,-2.865471649E1,-3.905917358E1
4.979204133E1,2.346511841E0,-2.864809418E1,-3.882510376E1
4.980197433E1,2.001846313E0,-2.847728729E1,-3.913458252E1
4.981190633E1,2.183942795E0,-2.862609100E1,-3.906900024E1
4.982183933E1,1.523019791E0,-2.882784271E1,-3.894558716E1
4.983177233E1,1.957050323E0,-2.897553253E1,-3.870196533E1
4.984170533E1,1.651220322E0,-2.911316681E1,-3.889447021E1
4.985163733E1,1.651220322E0,-2.911316681E1,-3.889447021E1
4.986157033E1,1.945255280E0,-2.915937042E1,-3.885540771E1
4.987150333E1,1.674913406E0,-2.952893829E1,-3.901959229E1
4.988143533E1,1.965797424E0,-2.966440582E1,-3.885708618E1
4.989136833E1,1.403024673E0,-2.987493134E1,-3.909982300E1
4.990130133E1,2.010303497E0,-2.983061981E1,-3.870745850E1
4.991123333E1,1.558843613E0,-3.019895172E1,-3.886047363E1
4.992116633E1,1.779022217E0,-3.013040924E1,-3.846838379E1
4.993109933E1,1.343120575E0,-3.004677582E1,-3.853002930E1
4.994103133E1,1.741214752E0,-3.008771515E1,-3.881097412E1
4.995096433E1,1.097219467E0,-3.039000702E1,-3.883877563E1
4.996089733E1,1.412792206E0,-3.003557587E1,-3.888992310E1
4.997082933E1,9.182968140E-1,-3.034801483E1,-3.878167725E1
4.998076233E1,8.884105682E-1,-3.055533600E1,-3.825366211E1
4.999069533E1,5.719432831E-1,-3.062696075E1,-3.890533447E1
5.000062733E1,5.708484650E-1,-3.049657440E1,-3.905926514E1
5.001056033E1,1.060104370E-2,-3.057303619E1,-3.903701782E1
5.002049333E1,3.850173950E-1,-3.065869904E1,-3.916003418E1
5.003042633E1,-1.258716583E-1,-3.103069305E1,-3.949673462E1
5.004035833E1,2.355003357E-1,-3.083068085E1,-3.878237915E1
5.005029133E1,-3.025283813E-1,-3.098349762E1,-3.901107788E1
5.006022433E1,-3.345222473E-1,-3.078194427E1,-3.883169556E1
5.007015633E1,-5.674381256E-1,-3.118053436E1,-3.934881592E1
5.008008933E1,-4.964485168E-1,-3.111286163E1,-3.912139893E1
5.009002233E1,-1.207561493E0,-3.136087799E1,-3.936691284E1
5.009995433E1,-1.318092346E0,-3.123123932E1,-3.871514893E1
5.010988733E1,-1.582302094E0,-3.138756561E1,-3.905624390E1
5.011982033E1,-1.528810501E0,-3.091762543E1,-3.891723633E1
5.012975233E1,-1.792510986E0,-3.116356659E1,-3.938873291E1
5.013968533E1,-1.892690659E0,-3.078696442E1,-3.935986328E1
5.014961833E1,-2.354000092E0,-3.102610016E1,-3.951931763E1
5.015955033E1,-2.181119919E0,-3.075086212E1,-3.925286865E1
5.016948333E1,-2.529235840E0,-3.098644257E1,-3.957003784E1
5.017941633E1,-2.666671753E0,-3.074335480E1,-3.942803955E1
5.018934833E1,-3.170057297E0,-3.107434845E1,-3.986907959E1
5.019928133E1,-3.433027267E0,-3.110382843E1,-3.970733643E1
5.020921433E1,-4.026884079E0,-3.149762726E1,-4.033526611E1
