"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.934842408E1,1.808049393E1,3.745246887E0,-2.779946899E1
1.935835708E1,1.773591232E1,3.531478882E0,-2.779522705E1
1.936829008E1,1.778371239E1,3.379722595E0,-2.809094238E1
1.937822208E1,1.772435379E1,3.285606384E0,-2.774642944E1
1.938815508E1,1.776266098E1,3.334403992E0,-2.788449097E1
1.939808708E1,1.759634399E1,3.556556702E0,-2.814688110E1
1.940801975E1,1.744722748E1,3.465156555E0,-2.806072998E1
1.941795275E1,1.706321526E1,3.232353210E0,-2.791226196E1
1.942788475E1,1.739126015E1,3.517608643E0,-2.797122192E1
1.943781775E1,1.728703308E1,3.666496277E0,-2.759378052E1
1.944775075E1,1.724731827E1,3.742599487E0,-2.808209229E1
1.945768275E1,1.714022446E1,3.710487366E0,-2.772982788E1
1.946761575E1,1.725905609E1,3.760871887E0,-2.770761108E1
1.947754875E1,1.702289963E1,3.822395325E0,-2.757257080E1
1.948748075E1,1.693281937E1,3.961227417E0,-2.728436279E1
1.949741375E1,1.697097397E1,4.040092468E0,-2.774255371E1
1.950734575E1,1.689930916E1,4.217720032E0,-2.817529297E1
1.951727875E1,1.663372803E1,4.328224182E0,-2.800756836E1
1.952721175E1,1.653071976E1,4.642059326E0,-2.781030273E1
1.953714375E1,1.651573563E1,4.564384460E0,-2.825610352E1
1.954707675E1,1.638278198E1,4.646896362E0,-2.832135010E1
1.955700975E1,1.609172440E1,4.685295105E0,-2.841586304E1
1.956694175E1,1.617490768E1,4.821624756E0,-2.824880981E1
1.957687475E1,1.623004341E1,4.656959534E0,-2.822650146E1
1.958680675E1,1.632889175E1,4.975921631E0,-2.862005615E1
1.959673975E1,1.601815033E1,4.920669556E0,-2.858096313E1
1.960667275E1,1.627915192E1,5.214218140E0,-2.898602295E1
1.961660475E1,1.603930664E1,5.225158691E0,-2.913327026E1
1.962653775E1,1.617935562E1,5.505989075E0,-2.869415283E1
1.963647075E1,1.612385178E1,5.563110352E0,-2.854431152E1
1.964640275E1,1.620027351E1,5.429306030E0,-2.850146484E1
1.965633575E1,1.570729065E1,5.371368408E0,-2.881353760E1
1.966626875E1,1.607178116E1,5.484375000E0,-2.847244263E1
1.967620075E1,1.590423584E1,5.236137390E0,-2.866732788E1
1.968613375E1,1.567687321E1,4.982185364E0,-2.906341553E1
1.969606575E1,1.532126331E1,5.073669434E0,-2.931268311E1
1.970599875E1,1.568170166E1,5.486656189E0,-2.919799805E1
1.971593175E1,1.539403915E1,5.780021667E0,-2.883596802E1
1.972586375E1,1.555474281E1,6.012184143E0,-2.900424194E1
1.973579675E1,1.563044548E1,6.045120239E0,-2.901257324E1
1.974572975E1,1.567078781E1,6.177551270E0,-2.891894531E1
1.975566175E1,1.548180866E1,6.385353088E0,-2.882473755E1
1.976559475E1,1.562145519E1,6.582252502E0,-2.890979004E1
1.977552775E1,1.562418365E1,6.502151489E0,-2.876989746E1
1.978545975E1,1.565945435E1,6.589637756E0,-2.870587158E1
1.979539275E1,1.568673992E1,6.782699585E0,-2.838662720E1
1.980532475E1,1.596092129E1,6.711448669E0,-2.895321655E1
1.981525775E1,1.571030807E1,6.504310608E0,-2.878921509E1
1.982519075E1,1.556409836E1,6.627090454E0,-2.861895752E1
1.983512275E1,1.545250320E1,6.111862183E0,-2.888690186E1
1.984505575E1,1.544284630E1,6.056701660E0,-2.894338989E1
1.985498875E1,1.539726353E1,5.991294861E0,-2.893560791E1
1.986492075E1,1.545315933E1,5.603996277E0,-2.905386353E1
1.987485375E1,1.506992435E1,5.357940674E0,-2.915417480E1
1.988478675E1,1.530058002E1,5.567016602E0,-2.916586304E1
1.989471875E1,1.546276760E1,5.234092712E0,-2.881201172E1
1.990465175E1,1.541907883E1,5.257301331E0,-2.884497070E1
1.991458375E1,1.539333725E1,5.133689880E0,-2.912911987E1
1.992451675E1,1.554804802E1,5.256011963E0,-2.859466553E1
1.993444975E1,1.533961487E1,5.215736389E0,-2.851339722E1
1.994438175E1,1.552974510E1,5.412673950E0,-2.883004761E1
1.995431475E1,1.527255630E1,5.324951172E0,-2.861584473E1
1.996424775E1,1.531193447E1,5.332305908E0,-2.874383545E1
1.997417975E1,1.528990269E1,5.353851318E0,-2.872171021E1
1.998411275E1,1.534940052E1,5.399826050E0,-2.870480347E1
1.999404575E1,1.537587547E1,5.298355103E0,-2.858337402E1
2.000397775E1,1.568850136E1,5.516975403E0,-2.820465088E1
2.001391075E1,1.575456524E1,5.360267639E0,-2.865618896E1
2.002384275E1,1.583740044E1,5.368507385E0,-2.868298340E1
2.003377575E1,1.585297489E1,5.501815796E0,-2.868899536E1
2.004370875E1,1.594058704E1,5.653816223E0,-2.909420776E1
2.005364075E1,1.551213741E1,5.622833252E0,-2.903649902E1
2.006357375E1,1.563468266E1,5.846061707E0,-2.856631470E1
2.007350675E1,1.571607304E1,5.618431091E0,-2.883914185E1
2.008343875E1,1.571963215E1,5.636238098E0,-2.908062744E1
2.009337175E1,1.570519924E1,5.836799622E0,-2.842691040E1
2.010330375E1,1.573933029E1,6.133728027E0,-2.878521729E1
2.011323675E1,1.575624847E1,6.195968628E0,-2.839193726E1
2.012316975E1,1.575624847E1,6.195968628E0,-2.839193726E1
2.013310175E1,1.603302383E1,6.130775452E0,-2.812826538E1
2.014303475E1,1.589768124E1,6.209754944E0,-2.812829590E1
2.015296775E1,1.604278946E1,5.979255676E0,-2.769009399E1
2.016289975E1,1.611071396E1,6.088973999E0,-2.800277710E1
2.017283275E1,1.640529251E1,6.113739014E0,-2.800457764E1
2.018276575E1,1.638980675E1,6.034103394E0,-2.828012085E1
2.019269775E1,1.638127327E1,6.022109985E0,-2.829736328E1
2.020263075E1,1.645563889E1,5.909988403E0,-2.824993896E1
2.021256275E1,1.650292587E1,6.227310181E0,-2.851910400E1
2.022249575E1,1.655487442E1,6.499351501E0,-2.797375488E1
2.023242875E1,1.677551270E1,6.455314636E0,-2.784100342E1
2.024236075E1,1.659994698E1,6.367073059E0,-2.772674561E1
2.025229375E1,1.692046738E1,6.558311462E0,-2.791925049E1
2.026222675E1,1.664922523E1,6.053192139E0,-2.776873779E1
2.027215875E1,1.685376930E1,6.095085144E0,-2.810693359E1
2.028209175E1,1.697535133E1,6.203514099E0,-2.832489014E1
2.029202475E1,1.686361504E1,6.321250916E0,-2.803802490E1
2.030195675E1,1.690651321E1,6.261825562E0,-2.817855835E1
2.031188975E1,1.692874146E1,6.391227722E0,-2.833850098E1
2.032182275E1,1.672159576E1,6.803558350E0,-2.842813110E1
2.033175475E1,1.689532471E1,6.903541565E0,-2.866867065E1
2.034168775E1,1.689493942E1,7.237274170E0,-2.874795532E1
2.035161975E1,1.688768959E1,7.363906860E0,-2.873410034E1
2.036155275E1,1.680477142E1,7.440216064E0,-2.856210327E1
2.037148575E1,1.698284531E1,7.494911194E0,-2.827301025E1
2.038141775E1,1.731300926E1,7.716865540E0,-2.842614746E1
2.039135075E1,1.726177216E1,7.756301880E0,-2.834808350E1
2.040128375E1,1.721274948E1,7.926704407E0,-2.838092041E1
2.041121633E1,1.733352280E1,7.938217163E0,-2.865133667E1
2.042114933E1,1.748256874E1,7.826538086E0,-2.828134155E1
2.043108133E1,1.736617279E1,7.643096924E0,-2.842779541E1
2.044101433E1,1.781560707E1,7.790893555E0,-2.809252930E1
2.045094733E1,1.773310471E1,7.464347839E0,-2.833898926E1
2.046087933E1,1.773424911E1,7.369522095E0,-2.811300659E1
2.047081233E1,1.774114609E1,7.369155884E0,-2.849145508E1
2.048074533E1,1.765734291E1,7.521034241E0,-2.847399902E1
2.049067733E1,1.765052032E1,7.081611633E0,-2.812081909E1
2.050061033E1,1.802259445E1,7.308914185E0,-2.834689331E1
2.051054333E1,1.808820915E1,6.919265747E0,-2.850964355E1
2.052047533E1,1.823255920E1,7.401779175E0,-2.827456665E1
2.053040833E1,1.821291733E1,7.237747192E0,-2.837301636E1
2.054034133E1,1.831697845E1,7.656532288E0,-2.845693970E1
2.055027333E1,1.821299362E1,7.447982788E0,-2.860043335E1
2.056020633E1,1.825553131E1,7.710617065E0,-2.854272461E1
2.057013833E1,1.817797470E1,7.692848206E0,-2.863772583E1
2.058007133E1,1.864672852E1,7.774169922E0,-2.843087769E1
2.059000433E1,1.858785439E1,7.572952271E0,-2.861553955E1
2.059993633E1,1.864289284E1,7.756065369E0,-2.884268188E1
2.060986933E1,1.845701599E1,7.424636841E0,-2.879190063E1
2.061980233E1,1.843328094E1,7.530006409E0,-2.865496826E1
2.062973433E1,1.850853729E1,7.299026489E0,-2.865643311E1
2.063966733E1,1.868898010E1,7.454856873E0,-2.920364380E1
2.064960033E1,1.865304184E1,7.418167114E0,-2.882455444E1
2.065953233E1,1.858842850E1,7.359870911E0,-2.853332520E1
2.066946533E1,1.871622658E1,7.317382812E0,-2.866345215E1
2.067939733E1,1.895129013E1,7.388954163E0,-2.890383911E1
2.068933033E1,1.869145584E1,7.034858704E0,-2.926156616E1
2.069926333E1,1.902573013E1,7.332069397E0,-2.900595093E1
2.070919533E1,1.889827919E1,7.375831604E0,-2.892413330E1
2.071912833E1,1.886807442E1,7.243354797E0,-2.888385010E1
2.072906133E1,1.912454033E1,7.242904663E0,-2.860366821E1
2.073899333E1,1.951231766E1,7.841857910E0,-2.890957642E1
2.074892633E1,1.911561203E1,7.562301636E0,-2.890838623E1
2.075885933E1,1.931465340E1,7.750381470E0,-2.913574219E1
2.076879133E1,1.915817833E1,7.819335938E0,-2.969229126E1
2.077872433E1,1.955137634E1,7.895927429E0,-2.962194824E1
2.078865633E1,1.916868973E1,7.730102539E0,-2.963830566E1
2.079858933E1,1.960504913E1,7.763595581E0,-2.969662476E1
2.080852233E1,1.912663651E1,7.374191284E0,-2.968829346E1
2.081845433E1,1.930644989E1,7.491317749E0,-2.991815186E1
2.082838733E1,1.944474602E1,7.165939331E0,-3.010623169E1
2.083832033E1,1.968334579E1,7.347206116E0,-3.032302856E1
2.084825233E1,1.928654861E1,7.424316406E0,-3.017370605E1
2.085818533E1,1.959218979E1,7.761131287E0,-3.048718262E1
2.086811833E1,1.958006096E1,7.777595520E0,-3.014019775E1
2.087805033E1,1.974046898E1,7.819580078E0,-3.058987427E1
2.088798333E1,1.946494102E1,8.045425415E0,-3.023284912E1
2.089791633E1,1.975343132E1,8.090698242E0,-3.032534790E1
2.090784833E1,1.925133705E1,7.900451660E0,-3.040359497E1
2.091778133E1,1.971079254E1,8.321716309E0,-3.071408081E1
2.092771333E1,1.934534836E1,8.273025513E0,-3.066036987E1
2.093764633E1,1.983512497E1,8.798561096E0,-3.064837646E1
2.094757933E1,1.952553558E1,8.718528748E0,-3.047070312E1
2.095751133E1,1.964193344E1,8.889549255E0,-3.056237793E1
2.096744433E1,1.972229576E1,8.804580688E0,-3.080776978E1
2.097737733E1,1.993592453E1,9.133789062E0,-3.102581787E1
2.098730933E1,1.956760788E1,9.191802979E0,-3.084399414E1
2.099724233E1,1.972406387E1,9.131713867E0,-3.110403442E1
2.100717533E1,1.943691254E1,8.780784607E0,-3.113314819E1
2.101710733E1,2.003335190E1,9.199729919E0,-3.131179810E1
2.102704033E1,1.962913132E1,8.707374573E0,-3.155209351E1
2.103697233E1,2.000951958E1,9.172485352E0,-3.163653564E1
2.104690533E1,1.943001938E1,8.744522095E0,-3.202877808E1
2.105683833E1,1.969425011E1,9.204879761E0,-3.147753906E1
2.106677033E1,1.936928368E1,9.151252747E0,-3.165209961E1
2.107670333E1,1.985009193E1,9.348678589E0,-3.162161255E1
2.108663633E1,1.960513687E1,9.350776672E0,-3.173004150E1
2.109656833E1,1.985871887E1,9.520484924E0,-3.130661011E1
2.110650133E1,1.955398560E1,9.508163452E0,-3.111956787E1
2.111643433E1,1.955398560E1,9.508163452E0,-3.111956787E1
2.112636633E1,2.000116539E1,9.757774353E0,-3.119131470E1
2.113629933E1,1.972670746E1,9.379371643E0,-3.108935547E1
2.114623133E1,1.992117691E1,9.807586670E0,-3.138906860E1
2.115616433E1,1.964022446E1,9.713714600E0,-3.189599609E1
2.116609733E1,1.999034309E1,1.018515778E1,-3.170333862E1
2.117602933E1,1.986562347E1,9.991203308E0,-3.157095337E1
2.118596233E1,2.032682419E1,1.022113800E1,-3.172802734E1
2.119589533E1,2.018848419E1,1.014167023E1,-3.166033936E1
2.120582733E1,2.067350388E1,1.074698639E1,-3.147912598E1
2.121576033E1,2.020304489E1,1.020693970E1,-3.150805664E1
2.122569333E1,2.046951294E1,1.055273438E1,-3.152758789E1
2.123562533E1,2.031834412E1,1.044571686E1,-3.185089111E1
2.124555833E1,2.064609146E1,1.058736420E1,-3.153570557E1
2.125549133E1,2.027704811E1,1.017237091E1,-3.192089844E1
2.126542333E1,2.076122665E1,1.044008636E1,-3.222140503E1
2.127535633E1,2.032406235E1,9.700416565E0,-3.249392700E1
2.128528833E1,2.107235146E1,9.847183228E0,-3.209872437E1
2.129522133E1,2.064562225E1,9.563262939E0,-3.218444824E1
2.130515433E1,2.116871834E1,9.962097168E0,-3.244952393E1
2.131508633E1,2.066186142E1,9.390388489E0,-3.216427612E1
2.132501933E1,2.116065598E1,9.895416260E0,-3.241162109E1
2.133495233E1,2.063961220E1,9.629386902E0,-3.271026611E1
2.134488433E1,2.121746063E1,9.838813782E0,-3.275555420E1
2.135481733E1,2.057197762E1,9.693206787E0,-3.286593628E1
2.136475033E1,2.102920914E1,9.921249390E0,-3.275210571E1
2.137468233E1,2.067680168E1,9.489364624E0,-3.292965698E1
2.138461533E1,2.115181923E1,9.592895508E0,-3.282037354E1
2.139454733E1,2.063261032E1,9.151283264E0,-3.284887695E1
2.140448033E1,2.087880898E1,9.259986877E0,-3.304498291E1
2.141441325E1,2.039494705E1,8.827476501E0,-3.326181030E1
2.142434525E1,2.088928223E1,9.012840271E0,-3.313543701E1
2.143427825E1,2.052025223E1,8.805679321E0,-3.399554443E1
2.144421125E1,2.062668610E1,9.150642395E0,-3.420291138E1
2.145414325E1,2.002531433E1,9.013954163E0,-3.394061279E1
2.146407625E1,2.049443626E1,9.471588135E0,-3.389871216E1
2.147400925E1,2.002768326E1,9.395385742E0,-3.393218994E1
2.148394125E1,2.032907867E1,1.010815430E1,-3.418966675E1
2.149387425E1,1.998350143E1,9.565086365E0,-3.442987061E1
2.150380625E1,2.018904877E1,1.005766296E1,-3.434075928E1
2.151373925E1,1.993793869E1,9.893882751E0,-3.421234131E1
2.152367225E1,2.041862297E1,1.024427795E1,-3.417196655E1
2.153360425E1,1.998858452E1,9.967155457E0,-3.405969238E1
2.154353725E1,2.048268318E1,9.942314148E0,-3.451010132E1
2.155347025E1,2.023516846E1,9.794281006E0,-3.424157715E1
2.156340225E1,2.055161858E1,1.000800323E1,-3.465524292E1
2.157333525E1,2.004327011E1,9.568725586E0,-3.472863770E1
2.158326825E1,2.056647110E1,9.424385071E0,-3.493853760E1
2.159320025E1,2.032137871E1,9.217552185E0,-3.441220093E1
2.160313325E1,2.077612495E1,9.362594604E0,-3.468548584E1
2.161306625E1,2.042581558E1,9.045074463E0,-3.433071899E1
2.162299825E1,2.083816147E1,9.044929504E0,-3.471771240E1
2.163293125E1,2.057438660E1,8.747840881E0,-3.410025024E1
2.164286425E1,2.084794807E1,8.737434387E0,-3.465219116E1
2.165279625E1,2.052691460E1,8.610992432E0,-3.471697998E1
2.166272925E1,2.094876099E1,8.801559448E0,-3.457180786E1
2.167266125E1,2.060246849E1,8.378524780E0,-3.491256714E1
2.168259425E1,2.088101578E1,8.479217529E0,-3.496740723E1
2.169252725E1,2.054577827E1,8.542831421E0,-3.500515747E1
2.170245925E1,2.121862411E1,8.743873596E0,-3.485864258E1
2.171239225E1,2.064263916E1,8.485107422E0,-3.479595947E1
2.172232525E1,2.093294525E1,8.620460510E0,-3.524096680E1
2.173225725E1,2.060760689E1,8.604972839E0,-3.503674316E1
2.174219025E1,2.095668411E1,8.697532654E0,-3.500762939E1
2.175212325E1,2.037739944E1,8.274841309E0,-3.499957275E1
2.176205525E1,2.089820480E1,8.449066162E0,-3.486453247E1
2.177198825E1,2.020257187E1,8.582954407E0,-3.470370483E1
2.178192025E1,2.050958252E1,8.834701538E0,-3.501364136E1
2.179185325E1,2.000089264E1,8.485397339E0,-3.458926392E1
2.180178625E1,2.077150917E1,8.802772522E0,-3.486734009E1
2.181171825E1,2.041078949E1,8.581832886E0,-3.494558716E1
2.182165125E1,2.061050987E1,8.950599670E0,-3.457302856E1
2.183158425E1,1.993601227E1,8.479553223E0,-3.486032104E1
2.184151625E1,2.021428299E1,8.787117004E0,-3.500891113E1
2.185144925E1,1.999233246E1,8.538299561E0,-3.493746948E1
2.186138225E1,2.044273758E1,8.377166748E0,-3.517123413E1
2.187131425E1,1.998602676E1,7.910598755E0,-3.516024780E1
2.188124725E1,2.041494370E1,8.190185547E0,-3.529708862E1
2.189118025E1,2.017214966E1,7.747810364E0,-3.540008545E1
2.190111225E1,2.014571762E1,7.749023438E0,-3.539605713E1
2.191104525E1,1.970700264E1,7.573226929E0,-3.571658325E1
2.192097725E1,2.006055450E1,7.719551086E0,-3.563522339E1
2.193091025E1,1.968299484E1,7.623107910E0,-3.546932983E1
2.194084325E1,1.988533211E1,8.075416565E0,-3.581387329E1
2.195077525E1,1.952193451E1,7.974235535E0,-3.564468384E1
2.196070825E1,1.957995415E1,8.288200378E0,-3.573843384E1
2.197064125E1,1.890623856E1,7.966438293E0,-3.572119141E1
2.198057325E1,1.920737076E1,8.110115051E0,-3.572491455E1
2.199050625E1,1.879206467E1,7.941581726E0,-3.561373901E1
2.200043925E1,1.945309258E1,7.965423584E0,-3.552700806E1
2.201037125E1,1.907864952E1,7.897125244E0,-3.570614624E1
2.202030425E1,1.946274185E1,7.826385498E0,-3.585510254E1
2.203023725E1,1.898570633E1,7.611724854E0,-3.576965332E1
2.204016925E1,1.955344009E1,7.744369507E0,-3.538351440E1
2.205010225E1,1.916068649E1,7.703208923E0,-3.527832031E1
2.206003425E1,1.946562195E1,7.815711975E0,-3.561538696E1
2.206996725E1,1.906658363E1,7.884262085E0,-3.536846924E1
2.207990025E1,1.956254196E1,8.110603333E0,-3.535476685E1
2.208983225E1,1.926648712E1,8.101684570E0,-3.496777344E1
2.209976525E1,1.926648712E1,8.101684570E0,-3.496777344E1
2.210969825E1,1.988266373E1,8.135726929E0,-3.533230591E1
2.211963025E1,1.945866776E1,8.082290649E0,-3.542224121E1
2.212956325E1,1.952977753E1,8.201377869E0,-3.544381714E1
2.213949625E1,1.921090126E1,8.021736145E0,-3.510180664E1
2.214942825E1,1.977677536E1,8.101585388E0,-3.520761108E1
2.215936125E1,1.954229736E1,7.689804077E0,-3.517581177E1
2.216929425E1,1.961977386E1,7.615341187E0,-3.505563354E1
2.217922625E1,1.934261894E1,7.429832458E0,-3.514938354E1
2.218915925E1,1.952239227E1,7.525413513E0,-3.523147583E1
2.219909125E1,1.967363358E1,7.301010132E0,-3.506921387E1
2.220902425E1,1.971488953E1,7.300033569E0,-3.479885864E1
2.221895725E1,1.934608841E1,6.976142883E0,-3.474237061E1
2.222888925E1,1.972034836E1,7.280937195E0,-3.516397095E1
2.223882225E1,1.961993027E1,7.384483337E0,-3.496771240E1
2.224875525E1,1.993258476E1,7.582923889E0,-3.484002686E1
2.225868725E1,1.968298721E1,7.512458801E0,-3.481484985E1
2.226862025E1,2.001165009E1,7.746551514E0,-3.504757690E1
2.227855325E1,1.956936836E1,7.684486389E0,-3.472647095E1
2.228848525E1,1.979046631E1,7.889228821E0,-3.497680664E1
2.229841825E1,1.972343826E1,7.540245056E0,-3.469378662E1
2.230835125E1,2.012154770E1,7.902603149E0,-3.452435303E1
2.231828325E1,1.999186325E1,7.415611267E0,-3.457064819E1
2.232821625E1,2.049784088E1,7.680801392E0,-3.472940063E1
2.233814825E1,2.043906021E1,7.521453857E0,-3.438635254E1
2.234808125E1,2.066928101E1,7.809738159E0,-3.438446045E1
2.235801425E1,2.029478264E1,7.707572937E0,-3.444042969E1
2.236794625E1,2.061999893E1,7.849685669E0,-3.440594482E1
2.237787925E1,2.010495377E1,7.617156982E0,-3.447946167E1
2.238781225E1,2.042580032E1,7.913070679E0,-3.477297974E1
2.239774425E1,2.013992691E1,7.981201172E0,-3.442663574E1
2.240767725E1,2.043691254E1,8.036422729E0,-3.450787354E1
2.241761008E1,2.057411575E1,7.615844727E0,-3.421640015E1
2.242754208E1,2.076936340E1,7.661643982E0,-3.408081055E1
2.243747508E1,2.065297318E1,7.366821289E0,-3.398211670E1
2.244740808E1,2.107931137E1,7.405044556E0,-3.421963501E1
2.245734008E1,2.106488037E1,7.210678101E0,-3.374920654E1
2.246727308E1,2.153342247E1,7.274879456E0,-3.400485229E1
2.247720608E1,2.117015266E1,7.237556458E0,-3.380883789E1
2.248713808E1,2.137613297E1,7.644927979E0,-3.374719238E1
2.249707108E1,2.088164139E1,7.232528687E0,-3.380075073E1
2.250700308E1,2.121110153E1,7.330879211E0,-3.346710205E1
2.251693608E1,2.073968124E1,7.008636475E0,-3.378234863E1
2.252686908E1,2.109498596E1,6.935256958E0,-3.397732544E1
2.253680108E1,2.066056824E1,6.542175293E0,-3.419842529E1
2.254673408E1,2.082062531E1,6.248695374E0,-3.402331543E1
2.255666708E1,2.041941071E1,5.819465637E0,-3.433453369E1
2.256659908E1,2.080390549E1,6.030906677E0,-3.419976807E1
2.257653208E1,2.046345520E1,5.473129272E0,-3.415145874E1
2.258646508E1,2.073382950E1,5.544685364E0,-3.474572754E1
2.259639708E1,2.011727524E1,5.244857788E0,-3.454730225E1
2.260633008E1,2.050852585E1,5.757202148E0,-3.463964844E1
2.261626308E1,1.995649147E1,5.558403015E0,-3.450973511E1
2.262619508E1,2.007665443E1,6.028251648E0,-3.468353271E1
2.263612808E1,1.978275299E1,6.240325928E0,-3.461791992E1
2.264606008E1,2.007601166E1,6.456642151E0,-3.478128052E1
2.265599308E1,1.974520493E1,6.471870422E0,-3.447265625E1
2.266592608E1,2.006485748E1,6.532302856E0,-3.483108521E1
2.267585808E1,1.950506592E1,6.448036194E0,-3.485714722E1
2.268579108E1,1.958141899E1,6.679344177E0,-3.479849243E1
2.269572408E1,1.947969055E1,6.496673584E0,-3.450180054E1
2.270565608E1,1.994012260E1,6.365753174E0,-3.445751953E1
2.271558908E1,1.957023239E1,6.160461426E0,-3.468554688E1
2.272552208E1,1.973470306E1,6.296745300E0,-3.456146240E1
2.273545408E1,1.949633026E1,6.062240601E0,-3.503790283E1
2.274538708E1,1.957983971E1,5.927528381E0,-3.532565308E1
2.275532008E1,1.933225632E1,5.839530945E0,-3.530194092E1
2.276525208E1,1.944399261E1,5.998970032E0,-3.518472290E1
2.277518508E1,1.937042999E1,5.899940491E0,-3.543292236E1
2.278511708E1,1.953917122E1,5.710693359E0,-3.493566895E1
2.279505008E1,1.930241966E1,5.539154053E0,-3.450085449E1
2.280498308E1,1.957240677E1,5.609695435E0,-3.444381714E1
2.281491508E1,1.935541153E1,5.307891846E0,-3.433224487E1
2.282484808E1,1.960848236E1,5.129966736E0,-3.430337524E1
2.283478108E1,1.940305519E1,4.779693604E0,-3.444592285E1
2.284471308E1,1.910466766E1,4.944694519E0,-3.455563354E1
2.285464608E1,1.903601837E1,4.771644592E0,-3.474356079E1
2.286457908E1,1.915287590E1,4.871208191E0,-3.475479126E1
2.287451108E1,1.876120758E1,4.794586182E0,-3.474188232E1
2.288444408E1,1.898722458E1,4.855514526E0,-3.480010986E1
2.289437708E1,1.894347191E1,4.909652710E0,-3.492388916E1
2.290430908E1,1.902965546E1,4.901123047E0,-3.493289185E1
2.291424208E1,1.856560707E1,4.841186523E0,-3.507305908E1
2.292417508E1,1.889038086E1,4.873374939E0,-3.481350708E1
2.293410708E1,1.881180191E1,4.751998901E0,-3.474835205E1
2.294404008E1,1.890989685E1,4.835182190E0,-3.472430420E1
2.295397208E1,1.873019409E1,4.654693604E0,-3.465554810E1
2.296390508E1,1.897850800E1,4.737670898E0,-3.484906006E1
2.297383808E1,1.854232788E1,4.956565857E0,-3.428268433E1
2.298377008E1,1.879749680E1,5.094673157E0,-3.479644775E1
2.299370308E1,1.857128334E1,5.067054749E0,-3.430462646E1
2.300363608E1,1.874247932E1,4.883544922E0,-3.463122559E1
2.301356808E1,1.824404907E1,4.784332275E0,-3.451287842E1
2.302350108E1,1.903759384E1,4.822853088E0,-3.455795288E1
2.303343408E1,1.865862274E1,4.811805725E0,-3.437295532E1
2.304336608E1,1.876488113E1,4.668411255E0,-3.429690552E1
2.305329908E1,1.840245247E1,4.850563049E0,-3.434863281E1
2.306323208E1,1.859094429E1,4.997741699E0,-3.409826660E1
2.307316408E1,1.859094429E1,4.997741699E0,-3.409826660E1
2.308309708E1,1.815342712E1,4.933067322E0,-3.413659668E1
2.309302908E1,1.830869293E1,5.153091431E0,-3.404382324E1
2.310296208E1,1.807116318E1,5.152450562E0,-3.416589355E1
2.311289508E1,1.827221298E1,5.342597961E0,-3.438003540E1
2.312282708E1,1.810568810E1,5.184707642E0,-3.430471802E1
2.313276008E1,1.847100449E1,5.171119690E0,-3.434503174E1
2.314269308E1,1.798257828E1,5.006553650E0,-3.418630981E1
2.315262508E1,1.845580292E1,5.360298157E0,-3.420071411E1
2.316255808E1,1.799918747E1,5.269966125E0,-3.424072266E1
2.317249108E1,1.789581299E1,5.210212708E0,-3.458532715E1
2.318242308E1,1.785240555E1,5.259826660E0,-3.416067505E1
2.319235608E1,1.788795280E1,5.389144897E0,-3.445458984E1
2.320228908E1,1.769023895E1,5.453903198E0,-3.405270386E1
2.321222108E1,1.813293839E1,5.605567932E0,-3.382583618E1
2.322215408E1,1.785116768E1,5.647827148E0,-3.354080200E1
2.323208708E1,1.817848969E1,6.036155701E0,-3.358157349E1
2.324201908E1,1.812373734E1,5.884223938E0,-3.350109863E1
2.325195208E1,1.831174850E1,5.928718567E0,-3.367395020E1
2.326188508E1,1.797247696E1,5.885269165E0,-3.359729004E1
2.327181708E1,1.833293915E1,6.152320862E0,-3.367617798E1
2.328175008E1,1.813958549E1,5.971908569E0,-3.358325195E1
2.329168208E1,1.823987961E1,5.773399353E0,-3.386782837E1
2.330161508E1,1.808161926E1,5.676292419E0,-3.383825684E1
2.331154808E1,1.849396515E1,5.490951538E0,-3.378732300E1
2.332148008E1,1.802132607E1,5.541244507E0,-3.344320679E1
2.333141308E1,1.837893295E1,5.584587097E0,-3.339593506E1
2.334134608E1,1.808284760E1,5.576354980E0,-3.353582764E1
2.335127808E1,1.814498138E1,5.362480164E0,-3.358984375E1
2.336121108E1,1.796963882E1,5.219604492E0,-3.334097290E1
2.337114408E1,1.822048187E1,5.324554443E0,-3.339251709E1
2.338107608E1,1.808588791E1,5.277717590E0,-3.321459961E1
2.339100908E1,1.807855225E1,5.144294739E0,-3.343295288E1
2.340094208E1,1.782153130E1,4.930450439E0,-3.370806885E1
2.341087371E1,1.824592018E1,4.974014282E0,-3.383911133E1
2.342080671E1,1.801375961E1,4.848236084E0,-3.385305786E1
2.343073971E1,1.826988983E1,4.847084045E0,-3.352279663E1
2.344067171E1,1.817976952E1,4.687110901E0,-3.345217896E1
2.345060471E1,1.829624557E1,4.633285522E0,-3.328393555E1
2.346053671E1,1.814299393E1,4.707084656E0,-3.310293579E1
2.347046971E1,1.832439995E1,4.731719971E0,-3.305688477E1
2.348040271E1,1.825699234E1,4.719543457E0,-3.324169922E1
2.349033471E1,1.823995590E1,4.613174438E0,-3.314913940E1
2.350026771E1,1.820968437E1,4.540077209E0,-3.312631226E1
2.351020071E1,1.806692123E1,4.256217957E0,-3.331384277E1
2.352013271E1,1.780598450E1,4.329376221E0,-3.334753418E1
2.353006571E1,1.795986176E1,4.367218018E0,-3.314828491E1
2.353999871E1,1.799390030E1,4.183891296E0,-3.308059692E1
